id,Météo,Moment de la journée,État de la route,Espace devant sur voie principale,Vitesse sur voie principale,Distance sur voie principale,Type de véhicule sur voie principale,Besoin du passager,Rôle du véhicule autonome,Type de véhicule suivant,État du véhicule,Distance jusqu'au point de fusion,Vitesse du véhicule
81334,Ensoleillé,Nuit,Sec,20 mètres,35 km/h,50 mètres,Camion,Urgent (transport médical),Camion,Aucun,En approche,100 mètres,30 km/h
81361,Ensoleillé,Nuit,Sec,20 mètres,35 km/h,50 mètres,Camion,Pressé (travail/vol),Voiture,Aucun,À l'arrêt,0 mètre,0 km/h
81513,Ensoleillé,Nuit,Sec,20 mètres,35 km/h,50 mètres,Camion,Pas de besoin particulier,Camion,Aucun,En approche,100 mètres,50 km/h
81529,Ensoleillé,Nuit,Sec,20 mètres,35 km/h,50 mètres,Camion,Pas de besoin particulier,Camion,Voiture,En approche,10 mètres,50 km/h
81608,Ensoleillé,Nuit,Sec,20 mètres,35 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Aucun,En approche,10 mètres,80 km/h
81678,Ensoleillé,Nuit,Sec,20 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,10 mètres,80 km/h
81751,Ensoleillé,Nuit,Sec,20 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Aucun,À l'arrêt,0 mètre,0 km/h
81962,Ensoleillé,Nuit,Sec,20 mètres,35 km/h,100 mètres,Voiture,Pressé (travail/vol),Camion,Aucun,En approche,100 mètres,80 km/h
82113,Ensoleillé,Nuit,Sec,20 mètres,35 km/h,100 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,100 mètres,50 km/h
82492,Ensoleillé,Nuit,Sec,20 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,80 km/h
82523,Ensoleillé,Nuit,Sec,20 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,100 mètres,50 km/h
82620,Ensoleillé,Nuit,Sec,20 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,10 mètres,30 km/h
82694,Ensoleillé,Nuit,Sec,20 mètres,60 km/h,50 mètres,Voiture,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,30 km/h
83398,Ensoleillé,Nuit,Sec,20 mètres,60 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,80 km/h
83859,Ensoleillé,Nuit,Sec,20 mètres,60 km/h,100 mètres,Camion,Pressé (travail/vol),Camion,Aucun,En approche,10 mètres,50 km/h
83925,Ensoleillé,Nuit,Sec,20 mètres,60 km/h,100 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,50 mètres,80 km/h
83948,Ensoleillé,Nuit,Sec,20 mètres,60 km/h,100 mètres,Camion,Pas de besoin particulier,Camion,Aucun,En approche,10 mètres,80 km/h
84072,Ensoleillé,Nuit,Sec,20 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,100 mètres,80 km/h
84266,Ensoleillé,Nuit,Sec,20 mètres,60 km/h,150 mètres,Voiture,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,50 mètres,50 km/h
84405,Ensoleillé,Nuit,Sec,20 mètres,60 km/h,150 mètres,Voiture,Pressé (travail/vol),Camion,Voiture,En approche,50 mètres,80 km/h
84418,Ensoleillé,Nuit,Sec,20 mètres,60 km/h,150 mètres,Voiture,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,10 mètres,80 km/h
84435,Ensoleillé,Nuit,Sec,20 mètres,60 km/h,150 mètres,Voiture,Pas de besoin particulier,Voiture,Voiture,En approche,50 mètres,80 km/h
84465,Ensoleillé,Nuit,Sec,20 mètres,60 km/h,150 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,50 mètres,80 km/h
84734,Ensoleillé,Nuit,Sec,20 mètres,60 km/h,150 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,100 mètres,30 km/h
84840,Ensoleillé,Nuit,Sec,20 mètres,60 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,30 km/h
84967,Ensoleillé,Nuit,Sec,20 mètres,60 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Aucun,En approche,50 mètres,30 km/h
85040,Ensoleillé,Nuit,Sec,20 mètres,60 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Voiture,En approche,10 mètres,30 km/h
85576,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,100 mètres,Camion,Pas de besoin particulier,Camion,Voiture,En approche,50 mètres,50 km/h
85672,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,100 mètres,80 km/h
85847,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Voiture,En approche,50 mètres,30 km/h
85934,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,150 mètres,Voiture,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,30 km/h
85951,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,150 mètres,Voiture,Pressé (travail/vol),Voiture,Aucun,À l'arrêt,0 mètre,0 km/h
86126,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,150 mètres,Voiture,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,50 mètres,50 km/h
86214,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,150 mètres,Camion,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,100 mètres,30 km/h
86358,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,150 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,10 mètres,80 km/h
86431,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Aucun,À l'arrêt,0 mètre,0 km/h
86531,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Voiture,À l'arrêt,0 mètre,0 km/h
86580,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,10 mètres,30 km/h
86637,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,30 km/h
86807,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,200 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,50 mètres,30 km/h
86838,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,200 mètres,Voiture,Pressé (travail/vol),Camion,Voiture,En approche,10 mètres,80 km/h
86933,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,200 mètres,Voiture,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,100 mètres,50 km/h
86944,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,200 mètres,Camion,Urgent (transport médical),Voiture,Aucun,En approche,100 mètres,30 km/h
87138,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,200 mètres,Camion,Pas de besoin particulier,Voiture,Voiture,En approche,10 mètres,80 km/h
87152,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,200 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,100 mètres,80 km/h
87193,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,200 mètres,Camion,Pas de besoin particulier,Camion,Voiture,En approche,100 mètres,50 km/h
87315,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,50 mètres,80 km/h
87319,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,50 km/h
87339,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,10 mètres,50 km/h
87448,Ensoleillé,Nuit,Sec,20 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,80 km/h
87583,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,10 mètres,Voiture,Pressé (travail/vol),Voiture,Voiture,En approche,100 mètres,50 km/h
87691,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,10 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Aucun,À l'arrêt,0 mètre,0 km/h
87809,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,10 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,50 km/h
87811,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,10 mètres,Camion,Urgent (transport médical),Camion,Aucun,À l'arrêt,0 mètre,0 km/h
87816,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,10 mètres,Camion,Urgent (transport médical),Camion,Aucun,En approche,50 mètres,50 km/h
87901,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,10 mètres,Camion,Pressé (travail/vol),Camion,Aucun,À l'arrêt,0 mètre,0 km/h
88046,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,10 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,50 mètres,50 km/h
88134,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,10 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,100 mètres,30 km/h
88681,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,50 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Aucun,À l'arrêt,0 mètre,0 km/h
88867,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,50 mètres,30 km/h
89137,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,100 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,50 mètres,30 km/h
89414,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,100 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,100 mètres,30 km/h
89435,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,100 mètres,Camion,Urgent (transport médical),Camion,Aucun,En approche,50 mètres,80 km/h
89495,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,100 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,50 mètres,80 km/h
89514,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,100 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,30 km/h
89519,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,100 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,50 km/h
89703,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Aucun,En approche,100 mètres,50 km/h
89871,Ensoleillé,Nuit,Mouillé,Libre,35 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
90067,Ensoleillé,Nuit,Mouillé,Libre,60 km/h,50 mètres,Voiture,Pressé (travail/vol),Camion,Aucun,En approche,50 mètres,30 km/h
90202,Ensoleillé,Nuit,Mouillé,Libre,60 km/h,50 mètres,Camion,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,100 mètres,80 km/h
90331,Ensoleillé,Nuit,Mouillé,Libre,60 km/h,50 mètres,Camion,Pressé (travail/vol),Camion,Aucun,À l'arrêt,0 mètre,0 km/h
90834,Ensoleillé,Nuit,Mouillé,Libre,60 km/h,100 mètres,Voiture,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,100 mètres,30 km/h
90992,Ensoleillé,Nuit,Mouillé,Libre,60 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Aucun,En approche,100 mètres,80 km/h
91198,Ensoleillé,Nuit,Mouillé,Libre,60 km/h,100 mètres,Camion,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,10 mètres,80 km/h
91286,Ensoleillé,Nuit,Mouillé,Libre,60 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,50 mètres,50 km/h
91327,Ensoleillé,Nuit,Mouillé,Libre,60 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Aucun,En approche,50 mètres,30 km/h
91421,Ensoleillé,Nuit,Mouillé,Libre,60 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Voiture,À l'arrêt,0 mètre,0 km/h
91424,Ensoleillé,Nuit,Mouillé,Libre,60 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Voiture,En approche,100 mètres,30 km/h
91970,Ensoleillé,Nuit,Mouillé,Libre,60 km/h,150 mètres,Camion,Pressé (travail/vol),Camion,Voiture,En approche,10 mètres,30 km/h
92243,Ensoleillé,Nuit,Mouillé,Libre,60 km/h,150 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,100 mètres,50 km/h
92344,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,100 mètres,Voiture,Urgent (transport médical),Voiture,Aucun,En approche,100 mètres,30 km/h
92360,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,100 mètres,Voiture,Urgent (transport médical),Voiture,Voiture,En approche,10 mètres,30 km/h
92469,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,100 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,10 mètres,50 km/h
92739,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,100 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,10 mètres,50 km/h
92828,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,100 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,10 mètres,80 km/h
92830,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,100 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,10 mètres,30 km/h
93295,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,150 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,80 km/h
93550,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,150 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,10 mètres,30 km/h
93560,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,150 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,10 mètres,30 km/h
93581,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,150 mètres,Camion,Pressé (travail/vol),Camion,Voiture,À l'arrêt,0 mètre,0 km/h
93602,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,150 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,100 mètres,80 km/h
93623,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,150 mètres,Camion,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,100 mètres,50 km/h
93856,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,150 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Voiture,En approche,50 mètres,50 km/h
93872,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Aucun,En approche,100 mètres,80 km/h
93956,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,50 mètres,50 km/h
94126,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,200 mètres,Voiture,Pressé (travail/vol),Camion,Voiture,En approche,50 mètres,50 km/h
94182,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,200 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,100 mètres,80 km/h
94572,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,200 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,80 km/h
94661,Ensoleillé,Nuit,Mouillé,Libre,100 km/h,200 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Voiture,À l'arrêt,0 mètre,0 km/h
94991,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,10 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Voiture,À l'arrêt,0 mètre,0 km/h
95284,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,10 mètres,Camion,Pas de besoin particulier,Camion,Aucun,En approche,100 mètres,30 km/h
95411,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,À l'arrêt,0 mètre,0 km/h
95485,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,50 mètres,80 km/h
95584,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,50 mètres,Voiture,Urgent (transport médical),Voiture,Aucun,En approche,100 mètres,30 km/h
95602,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,50 mètres,Voiture,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,100 mètres,80 km/h
95858,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,50 mètres,Camion,Urgent (transport médical),Voiture,Aucun,En approche,10 mètres,80 km/h
95959,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,50 mètres,Camion,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,50 km/h
96139,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,En approche,10 mètres,50 km/h
96193,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,50 km/h
96281,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Voiture,À l'arrêt,0 mètre,0 km/h
96319,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Voiture,En approche,10 mètres,50 km/h
96332,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,100 mètres,80 km/h
96375,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Voiture,En approche,50 mètres,80 km/h
96377,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Voiture,En approche,50 mètres,30 km/h
96728,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,100 mètres,Camion,Urgent (transport médical),Camion,Aucun,En approche,10 mètres,80 km/h
96808,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,100 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,80 km/h
96856,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,100 mètres,Camion,Pas de besoin particulier,Voiture,Voiture,En approche,50 mètres,50 km/h
96884,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,100 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,100 mètres,30 km/h
97033,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,100 mètres,50 km/h
97035,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,50 mètres,80 km/h
97110,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,10 mètres,30 km/h
97145,Ensoleillé,Nuit,Mouillé,100 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,50 mètres,80 km/h
97218,Ensoleillé,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Voiture,Urgent (transport médical),Voiture,Voiture,En approche,10 mètres,80 km/h
97222,Ensoleillé,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Voiture,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,100 mètres,80 km/h
97311,Ensoleillé,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Voiture,Pressé (travail/vol),Voiture,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
97335,Ensoleillé,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,50 mètres,80 km/h
97373,Ensoleillé,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Voiture,Pressé (travail/vol),Camion,Véhicule prioritaire,En approche,100 mètres,50 km/h
97458,Ensoleillé,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Voiture,Pas de besoin particulier,Camion,Voiture,En approche,10 mètres,80 km/h
97481,Ensoleillé,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Camion,Urgent (transport médical),Voiture,Voiture,À l'arrêt,0 mètre,0 km/h
97495,Ensoleillé,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Camion,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,50 mètres,80 km/h
97530,Ensoleillé,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,30 km/h
97751,Ensoleillé,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,À l'arrêt,0 mètre,0 km/h
97979,Ensoleillé,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,50 km/h
98205,Ensoleillé,Nuit,Mouillé,100 mètres,60 km/h,100 mètres,Voiture,Pas de besoin particulier,Voiture,Voiture,En approche,50 mètres,80 km/h
