id,天气,时间,路况,主车道前方空隙,主车道车速,主车道车距,主车道车辆类型,乘客需求,本车角色,后车类型,本车状态,本车距合流点距离,本车速度
95602,晴天,夜晚,湿滑,100米,35公里/小时,50米,普通轿车,紧急（送医）,普通轿车,应急车辆,接近中,100米,80公里/小时
95858,晴天,夜晚,湿滑,100米,35公里/小时,50米,卡车,紧急（送医）,普通轿车,无,接近中,10米,80公里/小时
95959,晴天,夜晚,湿滑,100米,35公里/小时,50米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,50公里/小时
96139,晴天,夜晚,湿滑,100米,35公里/小时,50米,应急车辆,紧急（送医）,普通轿车,普通轿车,接近中,10米,50公里/小时
96193,晴天,夜晚,湿滑,100米,35公里/小时,50米,应急车辆,紧急（送医）,卡车,普通轿车,接近中,100米,50公里/小时
96281,晴天,夜晚,湿滑,100米,35公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,卡车,普通轿车,静止,0米,0公里/小时
96319,晴天,夜晚,湿滑,100米,35公里/小时,50米,应急车辆,无特别需求,普通轿车,普通轿车,接近中,10米,50公里/小时
96332,晴天,夜晚,湿滑,100米,35公里/小时,50米,应急车辆,无特别需求,应急车辆,无,接近中,100米,80公里/小时
96375,晴天,夜晚,湿滑,100米,35公里/小时,50米,应急车辆,无特别需求,卡车,普通轿车,接近中,50米,80公里/小时
96377,晴天,夜晚,湿滑,100米,35公里/小时,50米,应急车辆,无特别需求,卡车,普通轿车,接近中,50米,30公里/小时
96728,晴天,夜晚,湿滑,100米,35公里/小时,100米,卡车,紧急（送医）,卡车,无,接近中,10米,80公里/小时
96808,晴天,夜晚,湿滑,100米,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,10米,80公里/小时
96856,晴天,夜晚,湿滑,100米,35公里/小时,100米,卡车,无特别需求,普通轿车,普通轿车,接近中,50米,50公里/小时
96884,晴天,夜晚,湿滑,100米,35公里/小时,100米,卡车,无特别需求,应急车辆,普通轿车,接近中,100米,30公里/小时
97033,晴天,夜晚,湿滑,100米,35公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,100米,50公里/小时
97035,晴天,夜晚,湿滑,100米,35公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,50米,80公里/小时
97110,晴天,夜晚,湿滑,100米,35公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,10米,30公里/小时
97145,晴天,夜晚,湿滑,100米,35公里/小时,100米,应急车辆,无特别需求,应急车辆,无,接近中,50米,80公里/小时
97218,晴天,夜晚,湿滑,100米,60公里/小时,50米,普通轿车,紧急（送医）,普通轿车,普通轿车,接近中,10米,80公里/小时
97222,晴天,夜晚,湿滑,100米,60公里/小时,50米,普通轿车,紧急（送医）,普通轿车,应急车辆,接近中,100米,80公里/小时
97311,晴天,夜晚,湿滑,100米,60公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,静止,0米,0公里/小时
97335,晴天,夜晚,湿滑,100米,60公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,50米,80公里/小时
97373,晴天,夜晚,湿滑,100米,60公里/小时,50米,普通轿车,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,100米,50公里/小时
97458,晴天,夜晚,湿滑,100米,60公里/小时,50米,普通轿车,无特别需求,卡车,普通轿车,接近中,10米,80公里/小时
97481,晴天,夜晚,湿滑,100米,60公里/小时,50米,卡车,紧急（送医）,普通轿车,普通轿车,静止,0米,0公里/小时
97495,晴天,夜晚,湿滑,100米,60公里/小时,50米,卡车,紧急（送医）,普通轿车,应急车辆,接近中,50米,80公里/小时
97530,晴天,夜晚,湿滑,100米,60公里/小时,50米,卡车,紧急（送医）,应急车辆,应急车辆,接近中,10米,30公里/小时
97751,晴天,夜晚,湿滑,100米,60公里/小时,50米,应急车辆,紧急（送医）,普通轿车,普通轿车,静止,0米,0公里/小时
97979,晴天,夜晚,湿滑,100米,60公里/小时,50米,应急车辆,无特别需求,应急车辆,应急车辆,接近中,10米,50公里/小时
98205,晴天,夜晚,湿滑,100米,60公里/小时,100米,普通轿车,无特别需求,普通轿车,普通轿车,接近中,50米,80公里/小时
98290,晴天,夜晚,湿滑,100米,60公里/小时,100米,卡车,紧急（送医）,普通轿车,无,接近中,10米,30公里/小时
98293,晴天,夜晚,湿滑,100米,60公里/小时,100米,卡车,紧急（送医）,普通轿车,普通轿车,接近中,100米,50公里/小时
98434,晴天,夜晚,湿滑,100米,60公里/小时,100米,卡车,赶时间（通勤/赶飞机）,卡车,无,接近中,100米,30公里/小时
98764,晴天,夜晚,湿滑,100米,60公里/小时,100米,应急车辆,无特别需求,应急车辆,无,接近中,100米,30公里/小时
98887,晴天,夜晚,湿滑,100米,60公里/小时,150米,普通轿车,紧急（送医）,卡车,无,接近中,50米,30公里/小时
98913,晴天,夜晚,湿滑,100米,60公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,100米,50公里/小时
99006,晴天,夜晚,湿滑,100米,60公里/小时,150米,普通轿车,无特别需求,普通轿车,无,接近中,50米,50公里/小时
99141,晴天,夜晚,湿滑,100米,60公里/小时,150米,卡车,紧急（送医）,应急车辆,应急车辆,静止,0米,0公里/小时
99152,晴天,夜晚,湿滑,100米,60公里/小时,150米,卡车,紧急（送医）,卡车,无,接近中,100米,80公里/小时
99280,晴天,夜晚,湿滑,100米,60公里/小时,150米,卡车,无特别需求,普通轿车,无,接近中,10米,30公里/小时
99364,晴天,夜晚,湿滑,100米,60公里/小时,150米,应急车辆,紧急（送医）,普通轿车,无,接近中,100米,30公里/小时
99369,晴天,夜晚,湿滑,100米,60公里/小时,150米,应急车辆,紧急（送医）,普通轿车,无,接近中,10米,50公里/小时
99392,晴天,夜晚,湿滑,100米,60公里/小时,150米,应急车辆,紧急（送医）,应急车辆,无,接近中,100米,80公里/小时
99536,晴天,夜晚,湿滑,100米,60公里/小时,150米,应急车辆,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,50米,50公里/小时
99544,晴天,夜晚,湿滑,100米,60公里/小时,150米,应急车辆,无特别需求,普通轿车,无,接近中,100米,30公里/小时
99571,晴天,夜晚,湿滑,100米,60公里/小时,150米,应急车辆,无特别需求,应急车辆,无,静止,0米,0公里/小时
99620,晴天,夜晚,湿滑,100米,60公里/小时,150米,应急车辆,无特别需求,卡车,普通轿车,接近中,10米,30公里/小时
99729,晴天,夜晚,湿滑,100米,100公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,10米,50公里/小时
99999,晴天,夜晚,湿滑,100米,100公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,10米,50公里/小时
100035,晴天,夜晚,湿滑,100米,100公里/小时,100米,卡车,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,50米,80公里/小时
100173,晴天,夜晚,湿滑,100米,100公里/小时,100米,应急车辆,紧急（送医）,普通轿车,无,接近中,100米,50公里/小时
100551,晴天,夜晚,湿滑,100米,100公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,静止,0米,0公里/小时
100603,晴天,夜晚,湿滑,100米,100公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,100米,50公里/小时
100604,晴天,夜晚,湿滑,100米,100公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,100米,30公里/小时
100740,晴天,夜晚,湿滑,100米,100公里/小时,150米,卡车,紧急（送医）,普通轿车,应急车辆,接近中,10米,30公里/小时
100800,晴天,夜晚,湿滑,100米,100公里/小时,150米,卡车,紧急（送医）,卡车,应急车辆,接近中,10米,30公里/小时
100897,晴天,夜晚,湿滑,100米,100公里/小时,150米,卡车,无特别需求,普通轿车,无,接近中,50米,30公里/小时
100988,晴天,夜晚,湿滑,100米,100公里/小时,150米,应急车辆,紧急（送医）,普通轿车,无,接近中,10米,80公里/小时
101149,晴天,夜晚,湿滑,100米,100公里/小时,150米,应急车辆,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,10米,50公里/小时
101193,晴天,夜晚,湿滑,100米,100公里/小时,150米,应急车辆,无特别需求,应急车辆,无,接近中,100米,50公里/小时
101240,晴天,夜晚,湿滑,100米,100公里/小时,150米,应急车辆,无特别需求,卡车,普通轿车,接近中,10米,30公里/小时
101434,晴天,夜晚,湿滑,100米,100公里/小时,200米,普通轿车,无特别需求,普通轿车,无,接近中,100米,30公里/小时
101516,晴天,夜晚,湿滑,100米,100公里/小时,200米,普通轿车,无特别需求,卡车,应急车辆,接近中,50米,50公里/小时
101740,晴天,夜晚,湿滑,100米,100公里/小时,200米,卡车,无特别需求,应急车辆,无,接近中,10米,30公里/小时
102040,晴天,夜晚,湿滑,100米,100公里/小时,200米,应急车辆,无特别需求,卡车,无,接近中,10米,30公里/小时
102041,晴天,夜晚,湿滑,100米,100公里/小时,200米,应急车辆,无特别需求,卡车,普通轿车,静止,0米,0公里/小时
102531,晴天,夜晚,湿滑,50米,35公里/小时,10米,卡车,无特别需求,普通轿车,应急车辆,静止,0米,0公里/小时
102570,晴天,夜晚,湿滑,50米,35公里/小时,10米,卡车,无特别需求,应急车辆,应急车辆,接近中,10米,30公里/小时
102706,晴天,夜晚,湿滑,50米,35公里/小时,10米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,50米,50公里/小时
102823,晴天,夜晚,湿滑,50米,35公里/小时,10米,应急车辆,无特别需求,应急车辆,普通轿车,接近中,100米,50公里/小时
103115,晴天,夜晚,湿滑,50米,35公里/小时,50米,普通轿车,无特别需求,卡车,无,接近中,50米,80公里/小时
103252,晴天,夜晚,湿滑,50米,35公里/小时,50米,卡车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,100米,80公里/小时
103331,晴天,夜晚,湿滑,50米,35公里/小时,50米,卡车,无特别需求,普通轿车,普通轿车,静止,0米,0公里/小时
103436,晴天,夜晚,湿滑,50米,35公里/小时,50米,应急车辆,紧急（送医）,普通轿车,应急车辆,接近中,50米,50公里/小时
103645,晴天,夜晚,湿滑,50米,35公里/小时,50米,应急车辆,无特别需求,应急车辆,应急车辆,接近中,50米,80公里/小时
103917,晴天,夜晚,湿滑,50米,35公里/小时,100米,普通轿车,无特别需求,应急车辆,应急车辆,接近中,50米,30公里/小时
103947,晴天,夜晚,湿滑,50米,35公里/小时,100米,普通轿车,无特别需求,卡车,应急车辆,接近中,50米,30公里/小时
104045,晴天,夜晚,湿滑,50米,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,50米,80公里/小时
104060,晴天,夜晚,湿滑,50米,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,30公里/小时
104504,晴天,夜晚,湿滑,50米,60公里/小时,50米,普通轿车,紧急（送医）,普通轿车,普通轿车,接近中,100米,30公里/小时
104544,晴天,夜晚,湿滑,50米,60公里/小时,50米,普通轿车,紧急（送医）,应急车辆,应急车辆,接近中,100米,30公里/小时
104549,晴天,夜晚,湿滑,50米,60公里/小时,50米,普通轿车,紧急（送医）,应急车辆,应急车辆,接近中,10米,50公里/小时
104785,晴天,夜晚,湿滑,50米,60公里/小时,50米,卡车,紧急（送医）,普通轿车,应急车辆,接近中,50米,80公里/小时
104831,晴天,夜晚,湿滑,50米,60公里/小时,50米,卡车,紧急（送医）,卡车,普通轿车,静止,0米,0公里/小时
104952,晴天,夜晚,湿滑,50米,60公里/小时,50米,卡车,无特别需求,普通轿车,普通轿车,接近中,100米,80公里/小时
105123,晴天,夜晚,湿滑,50米,60公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,无,接近中,100米,50公里/小时
105125,晴天,夜晚,湿滑,50米,60公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,无,接近中,50米,80公里/小时
105208,晴天,夜晚,湿滑,50米,60公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,卡车,应急车辆,接近中,10米,80公里/小时
105231,晴天,夜晚,湿滑,50米,60公里/小时,50米,应急车辆,无特别需求,普通轿车,应急车辆,静止,0米,0公里/小时
105399,晴天,夜晚,湿滑,50米,60公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,10米,50公里/小时
105541,晴天,夜晚,湿滑,50米,60公里/小时,100米,普通轿车,无特别需求,卡车,无,静止,0米,0公里/小时
105798,晴天,夜晚,湿滑,50米,60公里/小时,100米,卡车,无特别需求,应急车辆,普通轿车,接近中,10米,80公里/小时
105856,晴天,夜晚,湿滑,50米,60公里/小时,100米,应急车辆,紧急（送医）,普通轿车,普通轿车,接近中,50米,50公里/小时
105987,晴天,夜晚,湿滑,50米,60公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,50米,30公里/小时
106229,晴天,夜晚,湿滑,50米,60公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,10米,50公里/小时
106399,晴天,夜晚,湿滑,50米,60公里/小时,150米,卡车,紧急（送医）,普通轿车,普通轿车,接近中,10米,50公里/小时
106489,晴天,夜晚,湿滑,50米,60公里/小时,150米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,50公里/小时
106547,晴天,夜晚,湿滑,50米,60公里/小时,150米,卡车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,50米,30公里/小时
106634,晴天,夜晚,湿滑,50米,60公里/小时,150米,卡车,无特别需求,卡车,普通轿车,接近中,100米,30公里/小时
106697,晴天,夜晚,湿滑,50米,60公里/小时,150米,应急车辆,紧急（送医）,应急车辆,普通轿车,接近中,50米,30公里/小时
106772,晴天,夜晚,湿滑,50米,60公里/小时,150米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,无,接近中,100米,80公里/小时
106807,晴天,夜晚,湿滑,50米,60公里/小时,150米,应急车辆,赶时间（通勤/赶飞机）,卡车,无,接近中,50米,30公里/小时
106875,晴天,夜晚,湿滑,50米,60公里/小时,150米,应急车辆,无特别需求,应急车辆,普通轿车,接近中,50米,80公里/小时
107032,晴天,夜晚,湿滑,50米,100公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,100米,80公里/小时
107141,晴天,夜晚,湿滑,50米,100公里/小时,100米,普通轿车,无特别需求,应急车辆,普通轿车,静止,0米,0公里/小时
107288,晴天,夜晚,湿滑,50米,100公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,10米,80公里/小时
107398,晴天,夜晚,湿滑,50米,100公里/小时,100米,卡车,无特别需求,普通轿车,应急车辆,接近中,10米,80公里/小时
107403,晴天,夜晚,湿滑,50米,100公里/小时,100米,卡车,无特别需求,应急车辆,无,接近中,100米,50公里/小时
107484,晴天,夜晚,湿滑,50米,100公里/小时,100米,应急车辆,紧急（送医）,普通轿车,应急车辆,接近中,100米,30公里/小时
107544,晴天,夜晚,湿滑,50米,100公里/小时,100米,应急车辆,紧急（送医）,卡车,应急车辆,接近中,100米,30公里/小时
107751,晴天,夜晚,湿滑,50米,100公里/小时,150米,普通轿车,紧急（送医）,普通轿车,应急车辆,静止,0米,0公里/小时
107997,晴天,夜晚,湿滑,50米,100公里/小时,150米,普通轿车,无特别需求,卡车,应急车辆,接近中,50米,30公里/小时
