id,weather,time,road_condition,mainstream_front_space,mainstream_vehicle_speed,mainstream_gap,mainstream_vehicle_type,occupant_requirement,ego_role,following_vehicle,ego_state,ego_distance,ego_velocity
229686,rainy,night,wet,20m,60km/h,100m,truck,none,normal car,none,approaching,50m,50km/h
230139,rainy,night,wet,20m,60km/h,150m,normal car,hurry (commute or flight),normal car,none,approaching,10m,50km/h
230251,rainy,night,wet,20m,60km/h,150m,normal car,none,emergency vehicle,none,stopping,0m,0km/h
230408,rainy,night,wet,20m,60km/h,150m,truck,hurry (commute or flight),normal car,none,approaching,10m,80km/h
230529,rainy,night,wet,20m,60km/h,150m,truck,none,emergency vehicle,none,approaching,10m,50km/h
230616,rainy,night,wet,20m,60km/h,150m,emergency vehicle,urgent (to hospital),emergency vehicle,none,approaching,50m,50km/h
230635,rainy,night,wet,20m,60km/h,150m,emergency vehicle,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,50m,80km/h
230743,rainy,night,wet,20m,60km/h,150m,emergency vehicle,hurry (commute or flight),truck,normal car,approaching,100m,50km/h
230825,rainy,night,wet,20m,60km/h,150m,emergency vehicle,none,truck,none,approaching,50m,80km/h
230867,rainy,night,wet,20m,100km/h,100m,normal car,urgent (to hospital),normal car,normal car,approaching,50m,30km/h
230980,rainy,night,wet,20m,100km/h,100m,normal car,hurry (commute or flight),emergency vehicle,none,approaching,10m,30km/h
231123,rainy,night,wet,20m,100km/h,100m,truck,urgent (to hospital),normal car,none,approaching,100m,50km/h
231457,rainy,night,wet,20m,100km/h,100m,emergency vehicle,urgent (to hospital),truck,none,approaching,50m,30km/h
231503,rainy,night,wet,20m,100km/h,100m,emergency vehicle,hurry (commute or flight),normal car,emergency vehicle,approaching,100m,50km/h
231648,rainy,night,wet,20m,100km/h,100m,emergency vehicle,none,truck,normal car,approaching,10m,80km/h
231813,rainy,night,wet,20m,100km/h,150m,normal car,hurry (commute or flight),truck,none,approaching,100m,50km/h
232053,rainy,night,wet,20m,100km/h,150m,truck,hurry (commute or flight),emergency vehicle,none,approaching,100m,50km/h
232531,rainy,night,wet,20m,100km/h,200m,normal car,urgent (to hospital),truck,none,stopping,0m,0km/h
232596,rainy,night,wet,20m,100km/h,200m,normal car,hurry (commute or flight),emergency vehicle,none,approaching,50m,50km/h
232704,rainy,night,wet,20m,100km/h,200m,normal car,none,emergency vehicle,emergency vehicle,approaching,100m,30km/h
232866,rainy,night,wet,20m,100km/h,200m,truck,hurry (commute or flight),emergency vehicle,none,approaching,50m,50km/h
233017,rainy,night,wet,20m,100km/h,200m,emergency vehicle,urgent (to hospital),normal car,none,approaching,50m,30km/h
233047,rainy,night,wet,20m,100km/h,200m,emergency vehicle,urgent (to hospital),emergency vehicle,none,approaching,50m,30km/h
233051,rainy,night,wet,20m,100km/h,200m,emergency vehicle,urgent (to hospital),emergency vehicle,normal car,stopping,0m,0km/h
233279,rainy,night,wet,20m,100km/h,200m,emergency vehicle,none,truck,emergency vehicle,approaching,10m,50km/h
