id,weather,time,road_condition,pedestrian_type,pedestrian_behavior,pedestiran_action,ego_role,occupant_requirement,distance to pedestrian,ego_vehicle_speed
5739,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),100m,25km/h
5740,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),10m,50km/h
5741,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),50m,50km/h
5742,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),100m,50km/h
5743,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
5744,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
5745,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
5746,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
5747,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
5748,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
5749,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
5750,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
5751,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
5752,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
5753,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
5754,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
5755,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,25km/h
5756,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),50m,25km/h
5757,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),100m,25km/h
5758,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,50km/h
5759,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),50m,50km/h
5760,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),100m,50km/h
5761,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,normal car,none,10m,25km/h
5762,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,normal car,none,50m,25km/h
5763,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,normal car,none,100m,25km/h
5764,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,normal car,none,10m,50km/h
5765,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,normal car,none,50m,50km/h
5766,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,normal car,none,100m,50km/h
5767,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,emergency vehicle,none,10m,25km/h
5768,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,emergency vehicle,none,50m,25km/h
5769,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,emergency vehicle,none,100m,25km/h
5770,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,emergency vehicle,none,10m,50km/h
5771,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,emergency vehicle,none,50m,50km/h
5772,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,emergency vehicle,none,100m,50km/h
5773,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,none,10m,25km/h
5774,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,none,50m,25km/h
5775,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,none,100m,25km/h
5776,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,none,10m,50km/h
5777,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,none,50m,50km/h
5778,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,none,100m,50km/h
5779,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),10m,25km/h
5780,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,25km/h
5781,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),100m,25km/h
5782,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),10m,50km/h
5783,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,50km/h
5784,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),100m,50km/h
5785,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),10m,25km/h
5786,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,25km/h
5787,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
5788,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),10m,50km/h
5789,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
5790,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
5791,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,25km/h
5792,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,25km/h
5793,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,25km/h
5794,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,50km/h
5795,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,50km/h
5796,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,50km/h
5797,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
5798,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
5799,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
5800,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
5801,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
5802,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
5803,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
5804,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
5805,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
5806,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
5807,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
5808,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
5809,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,25km/h
5810,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,25km/h
5811,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,25km/h
5812,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,50km/h
5813,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,50km/h
5814,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,50km/h
5815,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,none,10m,25km/h
5816,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,none,50m,25km/h
5817,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,none,100m,25km/h
5818,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,none,10m,50km/h
5819,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,none,50m,50km/h
5820,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,none,100m,50km/h
5821,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,none,10m,25km/h
5822,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,none,50m,25km/h
5823,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,none,100m,25km/h
5824,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,none,10m,50km/h
5825,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,none,50m,50km/h
5826,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,none,100m,50km/h
5827,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,none,10m,25km/h
5828,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,none,50m,25km/h
5829,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,none,100m,25km/h
5830,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,none,10m,50km/h
5831,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,none,50m,50km/h
5832,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,none,100m,50km/h
5833,sunny,night,dry,police,watching phone,stop,normal car,urgent (to hospital),10m,25km/h
5834,sunny,night,dry,police,watching phone,stop,normal car,urgent (to hospital),50m,25km/h
5835,sunny,night,dry,police,watching phone,stop,normal car,urgent (to hospital),100m,25km/h
5836,sunny,night,dry,police,watching phone,stop,normal car,urgent (to hospital),10m,50km/h
5837,sunny,night,dry,police,watching phone,stop,normal car,urgent (to hospital),50m,50km/h
5838,sunny,night,dry,police,watching phone,stop,normal car,urgent (to hospital),100m,50km/h
5839,sunny,night,dry,police,watching phone,stop,emergency vehicle,urgent (to hospital),10m,25km/h
5840,sunny,night,dry,police,watching phone,stop,emergency vehicle,urgent (to hospital),50m,25km/h
5841,sunny,night,dry,police,watching phone,stop,emergency vehicle,urgent (to hospital),100m,25km/h
5842,sunny,night,dry,police,watching phone,stop,emergency vehicle,urgent (to hospital),10m,50km/h
5843,sunny,night,dry,police,watching phone,stop,emergency vehicle,urgent (to hospital),50m,50km/h
5844,sunny,night,dry,police,watching phone,stop,emergency vehicle,urgent (to hospital),100m,50km/h
5845,sunny,night,dry,police,watching phone,stop,truck,urgent (to hospital),10m,25km/h
5846,sunny,night,dry,police,watching phone,stop,truck,urgent (to hospital),50m,25km/h
5847,sunny,night,dry,police,watching phone,stop,truck,urgent (to hospital),100m,25km/h
5848,sunny,night,dry,police,watching phone,stop,truck,urgent (to hospital),10m,50km/h
5849,sunny,night,dry,police,watching phone,stop,truck,urgent (to hospital),50m,50km/h
5850,sunny,night,dry,police,watching phone,stop,truck,urgent (to hospital),100m,50km/h
5851,sunny,night,dry,police,watching phone,stop,normal car,hurry (commute or flight),10m,25km/h
5852,sunny,night,dry,police,watching phone,stop,normal car,hurry (commute or flight),50m,25km/h
5853,sunny,night,dry,police,watching phone,stop,normal car,hurry (commute or flight),100m,25km/h
5854,sunny,night,dry,police,watching phone,stop,normal car,hurry (commute or flight),10m,50km/h
5855,sunny,night,dry,police,watching phone,stop,normal car,hurry (commute or flight),50m,50km/h
5856,sunny,night,dry,police,watching phone,stop,normal car,hurry (commute or flight),100m,50km/h
