id,weather,time,road_condition,merging_vehicle_speed,merging_gap,merging_vehicle_type,mainstream_front_space,occupant_requirement,ego_role,ego_state,ego_distance,ego_velocity,following_vehicle
167373,rainy,night,dry,60km/h,100m,truck,100m,none,normal car,approaching,10m,30km/h,emergency vehicle
167573,rainy,night,dry,60km/h,100m,emergency vehicle,100m,hurry (commute or flight),truck,approaching,100m,50km/h,normal car
167589,rainy,night,dry,60km/h,100m,emergency vehicle,100m,hurry (commute or flight),truck,approaching,10m,30km/h,emergency vehicle
167724,rainy,night,dry,60km/h,150m,normal car,100m,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,emergency vehicle
167910,rainy,night,dry,60km/h,150m,normal car,100m,none,truck,approaching,50m,30km/h,emergency vehicle
167939,rainy,night,dry,60km/h,150m,truck,100m,urgent (to hospital),normal car,approaching,10m,50km/h,emergency vehicle
168385,rainy,night,dry,60km/h,150m,emergency vehicle,100m,none,truck,approaching,50m,80km/h,normal car
168507,rainy,night,dry,100km/h,100m,normal car,100m,hurry (commute or flight),normal car,approaching,10m,30km/h,emergency vehicle
168929,rainy,night,dry,100km/h,100m,emergency vehicle,100m,urgent (to hospital),emergency vehicle,approaching,10m,50km/h,normal car
168936,rainy,night,dry,100km/h,100m,emergency vehicle,100m,urgent (to hospital),emergency vehicle,approaching,50m,30km/h,emergency vehicle
168978,rainy,night,dry,100km/h,100m,emergency vehicle,100m,hurry (commute or flight),normal car,approaching,100m,30km/h,normal car
169136,rainy,night,dry,100km/h,150m,normal car,100m,urgent (to hospital),normal car,approaching,10m,50km/h,none
169191,rainy,night,dry,100km/h,150m,normal car,100m,urgent (to hospital),truck,approaching,10m,30km/h,none
169396,rainy,night,dry,100km/h,150m,truck,100m,urgent (to hospital),normal car,approaching,10m,80km/h,emergency vehicle
169403,rainy,night,dry,100km/h,150m,truck,100m,urgent (to hospital),emergency vehicle,approaching,50m,50km/h,none
169498,rainy,night,dry,100km/h,150m,truck,100m,hurry (commute or flight),emergency vehicle,approaching,100m,80km/h,emergency vehicle
169610,rainy,night,dry,100km/h,150m,truck,100m,none,truck,approaching,50m,50km/h,emergency vehicle
169689,rainy,night,dry,100km/h,150m,emergency vehicle,100m,urgent (to hospital),truck,approaching,100m,30km/h,emergency vehicle
169724,rainy,night,dry,100km/h,150m,emergency vehicle,100m,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,none
169761,rainy,night,dry,100km/h,150m,emergency vehicle,100m,hurry (commute or flight),truck,approaching,100m,30km/h,normal car
170030,rainy,night,dry,100km/h,200m,normal car,100m,none,normal car,approaching,100m,50km/h,normal car
170047,rainy,night,dry,100km/h,200m,normal car,100m,none,emergency vehicle,approaching,100m,80km/h,none
170292,rainy,night,dry,100km/h,200m,truck,100m,none,emergency vehicle,approaching,100m,30km/h,none
170397,rainy,night,dry,100km/h,200m,emergency vehicle,100m,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,emergency vehicle
170713,rainy,night,dry,35km/h,10m,normal car,50m,hurry (commute or flight),emergency vehicle,approaching,100m,80km/h,emergency vehicle
170736,rainy,night,dry,35km/h,10m,normal car,50m,hurry (commute or flight),truck,approaching,50m,30km/h,normal car
171095,rainy,night,dry,35km/h,10m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,50m,50km/h,emergency vehicle
171143,rainy,night,dry,35km/h,10m,emergency vehicle,50m,urgent (to hospital),truck,approaching,10m,50km/h,normal car
171420,rainy,night,dry,35km/h,50m,normal car,50m,hurry (commute or flight),normal car,approaching,50m,30km/h,emergency vehicle
171536,rainy,night,dry,35km/h,50m,normal car,50m,none,truck,approaching,50m,50km/h,none
171622,rainy,night,dry,35km/h,50m,truck,50m,urgent (to hospital),truck,approaching,100m,80km/h,normal car
171704,rainy,night,dry,35km/h,50m,truck,50m,hurry (commute or flight),truck,approaching,100m,50km/h,normal car
171908,rainy,night,dry,35km/h,50m,emergency vehicle,50m,hurry (commute or flight),normal car,approaching,10m,50km/h,emergency vehicle
172095,rainy,night,dry,35km/h,100m,normal car,50m,urgent (to hospital),emergency vehicle,approaching,50m,30km/h,emergency vehicle
172403,rainy,night,dry,35km/h,100m,truck,50m,hurry (commute or flight),emergency vehicle,approaching,10m,50km/h,none
172449,rainy,night,dry,35km/h,100m,truck,50m,hurry (commute or flight),truck,approaching,10m,30km/h,emergency vehicle
172793,rainy,night,dry,60km/h,50m,normal car,50m,urgent (to hospital),normal car,approaching,100m,50km/h,emergency vehicle
172836,rainy,night,dry,60km/h,50m,normal car,50m,urgent (to hospital),truck,approaching,10m,30km/h,none
172875,rainy,night,dry,60km/h,50m,normal car,50m,hurry (commute or flight),normal car,approaching,100m,30km/h,emergency vehicle
173028,rainy,night,dry,60km/h,50m,truck,50m,urgent (to hospital),normal car,approaching,100m,30km/h,normal car
173047,rainy,night,dry,60km/h,50m,truck,50m,urgent (to hospital),emergency vehicle,approaching,50m,80km/h,none
173686,rainy,night,dry,60km/h,100m,normal car,50m,none,normal car,approaching,50m,80km/h,emergency vehicle
173888,rainy,night,dry,60km/h,100m,truck,50m,hurry (commute or flight),truck,approaching,10m,50km/h,none
173939,rainy,night,dry,60km/h,100m,truck,50m,none,emergency vehicle,approaching,50m,50km/h,none
173987,rainy,night,dry,60km/h,100m,truck,50m,none,truck,approaching,10m,50km/h,emergency vehicle
174085,rainy,night,dry,60km/h,100m,emergency vehicle,50m,hurry (commute or flight),normal car,approaching,10m,80km/h,normal car
174600,rainy,night,dry,60km/h,150m,truck,50m,hurry (commute or flight),emergency vehicle,approaching,10m,30km/h,normal car
174617,rainy,night,dry,60km/h,150m,truck,50m,hurry (commute or flight),truck,approaching,10m,50km/h,none
174917,rainy,night,dry,60km/h,150m,emergency vehicle,50m,none,emergency vehicle,approaching,100m,50km/h,normal car
175531,rainy,night,dry,100km/h,100m,emergency vehicle,50m,hurry (commute or flight),normal car,approaching,50m,80km/h,none
175569,rainy,night,dry,100km/h,100m,emergency vehicle,50m,hurry (commute or flight),emergency vehicle,approaching,50m,30km/h,normal car
175685,rainy,night,dry,100km/h,100m,emergency vehicle,50m,none,truck,approaching,50m,50km/h,emergency vehicle
175701,rainy,night,dry,100km/h,150m,normal car,50m,urgent (to hospital),normal car,approaching,100m,30km/h,normal car
175743,rainy,night,dry,100km/h,150m,normal car,50m,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,emergency vehicle
175772,rainy,night,dry,100km/h,150m,normal car,50m,hurry (commute or flight),normal car,approaching,100m,50km/h,none
175925,rainy,night,dry,100km/h,150m,normal car,50m,none,truck,approaching,100m,50km/h,emergency vehicle
176001,rainy,night,dry,100km/h,150m,truck,50m,urgent (to hospital),truck,approaching,50m,30km/h,normal car
176391,rainy,night,dry,100km/h,150m,emergency vehicle,50m,none,emergency vehicle,approaching,10m,30km/h,emergency vehicle
176392,rainy,night,dry,100km/h,150m,emergency vehicle,50m,none,truck,approaching,100m,80km/h,none
176566,rainy,night,dry,100km/h,200m,normal car,50m,hurry (commute or flight),truck,approaching,50m,80km/h,normal car
176730,rainy,night,dry,100km/h,200m,truck,50m,urgent (to hospital),truck,approaching,50m,30km/h,normal car
176743,rainy,night,dry,100km/h,200m,truck,50m,hurry (commute or flight),normal car,approaching,100m,80km/h,none
176898,rainy,night,dry,100km/h,200m,truck,50m,none,truck,approaching,100m,30km/h,emergency vehicle
176901,rainy,night,dry,100km/h,200m,truck,50m,none,truck,approaching,50m,30km/h,emergency vehicle
176961,rainy,night,dry,100km/h,200m,emergency vehicle,50m,urgent (to hospital),truck,approaching,100m,30km/h,none
177015,rainy,night,dry,100km/h,200m,emergency vehicle,50m,hurry (commute or flight),emergency vehicle,approaching,100m,30km/h,none
177109,rainy,night,dry,100km/h,200m,emergency vehicle,50m,none,emergency vehicle,approaching,10m,80km/h,normal car
177225,rainy,night,dry,35km/h,10m,normal car,20m,urgent (to hospital),truck,approaching,50m,30km/h,emergency vehicle
177419,rainy,night,dry,35km/h,10m,truck,20m,urgent (to hospital),emergency vehicle,approaching,100m,50km/h,none
177517,rainy,night,dry,35km/h,10m,truck,20m,hurry (commute or flight),emergency vehicle,approaching,100m,80km/h,emergency vehicle
177666,rainy,night,dry,35km/h,10m,emergency vehicle,20m,urgent (to hospital),emergency vehicle,approaching,50m,30km/h,none
177807,rainy,night,dry,35km/h,10m,emergency vehicle,20m,none,normal car,approaching,100m,30km/h,normal car
178029,rainy,night,dry,35km/h,50m,normal car,20m,hurry (commute or flight),truck,approaching,10m,30km/h,normal car
178393,rainy,night,dry,35km/h,50m,emergency vehicle,20m,urgent (to hospital),emergency vehicle,approaching,50m,80km/h,none
178677,rainy,night,dry,35km/h,100m,normal car,20m,urgent (to hospital),truck,approaching,10m,30km/h,normal car
178870,rainy,night,dry,35km/h,100m,truck,20m,urgent (to hospital),normal car,approaching,50m,80km/h,emergency vehicle
179092,rainy,night,dry,35km/h,100m,emergency vehicle,20m,urgent (to hospital),normal car,approaching,100m,80km/h,none
179231,rainy,night,dry,35km/h,100m,emergency vehicle,20m,hurry (commute or flight),truck,approaching,50m,50km/h,none
179233,rainy,night,dry,35km/h,100m,emergency vehicle,20m,hurry (commute or flight),truck,approaching,10m,80km/h,none
179236,rainy,night,dry,35km/h,100m,emergency vehicle,20m,hurry (commute or flight),truck,approaching,100m,80km/h,normal car
179387,rainy,night,dry,60km/h,50m,normal car,20m,urgent (to hospital),emergency vehicle,approaching,10m,50km/h,emergency vehicle
179736,rainy,night,dry,60km/h,50m,truck,20m,hurry (commute or flight),truck,approaching,50m,30km/h,emergency vehicle
179747,rainy,night,dry,60km/h,50m,truck,20m,none,normal car,approaching,10m,50km/h,none
179893,rainy,night,dry,60km/h,50m,emergency vehicle,20m,urgent (to hospital),truck,approaching,100m,80km/h,emergency vehicle
180108,rainy,night,dry,60km/h,100m,normal car,20m,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,normal car
180208,rainy,night,dry,60km/h,100m,normal car,20m,hurry (commute or flight),truck,approaching,100m,80km/h,normal car
180305,rainy,night,dry,60km/h,100m,normal car,20m,none,truck,approaching,10m,50km/h,emergency vehicle
180464,rainy,night,dry,60km/h,100m,truck,20m,hurry (commute or flight),truck,approaching,50m,50km/h,emergency vehicle
180695,rainy,night,dry,60km/h,100m,emergency vehicle,20m,hurry (commute or flight),truck,approaching,100m,50km/h,normal car
180855,rainy,night,dry,60km/h,150m,normal car,20m,urgent (to hospital),truck,approaching,10m,30km/h,none
180860,rainy,night,dry,60km/h,150m,normal car,20m,urgent (to hospital),truck,approaching,50m,50km/h,normal car
180875,rainy,night,dry,60km/h,150m,normal car,20m,hurry (commute or flight),normal car,approaching,100m,50km/h,none
180901,rainy,night,dry,60km/h,150m,normal car,20m,hurry (commute or flight),emergency vehicle,approaching,100m,80km/h,none
181014,rainy,night,dry,60km/h,150m,normal car,20m,none,truck,approaching,50m,30km/h,none
181257,rainy,night,dry,60km/h,150m,truck,20m,none,truck,approaching,50m,30km/h,none
181570,rainy,night,dry,100km/h,100m,normal car,20m,urgent (to hospital),emergency vehicle,approaching,50m,80km/h,emergency vehicle
181618,rainy,night,dry,100km/h,100m,normal car,20m,hurry (commute or flight),normal car,approaching,10m,80km/h,normal car
181667,rainy,night,dry,100km/h,100m,normal car,20m,hurry (commute or flight),truck,approaching,100m,50km/h,normal car
181849,rainy,night,dry,100km/h,100m,truck,20m,hurry (commute or flight),normal car,approaching,50m,80km/h,none
181852,rainy,night,dry,100km/h,100m,truck,20m,hurry (commute or flight),normal car,approaching,10m,80km/h,none
181868,rainy,night,dry,100km/h,100m,truck,20m,hurry (commute or flight),normal car,approaching,50m,50km/h,emergency vehicle
182041,rainy,night,dry,100km/h,100m,emergency vehicle,20m,urgent (to hospital),emergency vehicle,approaching,10m,80km/h,none
182099,rainy,night,dry,100km/h,100m,emergency vehicle,20m,hurry (commute or flight),normal car,approaching,100m,50km/h,normal car
182717,rainy,night,dry,100km/h,150m,truck,20m,none,truck,approaching,10m,50km/h,none
182801,rainy,night,dry,100km/h,150m,emergency vehicle,20m,urgent (to hospital),truck,approaching,100m,50km/h,normal car
182912,rainy,night,dry,100km/h,150m,emergency vehicle,20m,none,normal car,approaching,50m,50km/h,normal car
183142,rainy,night,dry,100km/h,200m,normal car,20m,none,normal car,approaching,100m,80km/h,none
183303,rainy,night,dry,100km/h,200m,truck,20m,urgent (to hospital),truck,approaching,10m,30km/h,emergency vehicle
183520,rainy,night,dry,100km/h,200m,emergency vehicle,20m,urgent (to hospital),truck,approaching,100m,80km/h,none
183628,rainy,night,dry,100km/h,200m,emergency vehicle,20m,none,normal car,approaching,100m,80km/h,none
183663,rainy,night,dry,100km/h,200m,emergency vehicle,20m,none,emergency vehicle,approaching,10m,30km/h,none
183823,rainy,night,wet,35km/h,10m,normal car,free,hurry (commute or flight),emergency vehicle,approaching,10m,80km/h,none
184143,rainy,night,wet,35km/h,10m,truck,free,none,emergency vehicle,approaching,100m,30km/h,none
184402,rainy,night,wet,35km/h,10m,emergency vehicle,free,none,emergency vehicle,approaching,100m,80km/h,emergency vehicle
184659,rainy,night,wet,35km/h,50m,normal car,free,none,truck,approaching,50m,30km/h,none
184666,rainy,night,wet,35km/h,50m,normal car,free,none,truck,approaching,50m,80km/h,normal car
184692,rainy,night,wet,35km/h,50m,truck,free,urgent (to hospital),normal car,approaching,100m,30km/h,normal car
185117,rainy,night,wet,35km/h,50m,emergency vehicle,free,none,emergency vehicle,approaching,50m,50km/h,none
185481,rainy,night,wet,35km/h,100m,truck,free,urgent (to hospital),truck,approaching,10m,30km/h,normal car
185639,rainy,night,wet,35km/h,100m,truck,free,none,truck,approaching,50m,50km/h,normal car
185706,rainy,night,wet,35km/h,100m,emergency vehicle,free,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,emergency vehicle
185720,rainy,night,wet,35km/h,100m,emergency vehicle,free,urgent (to hospital),truck,approaching,50m,50km/h,normal car
185774,rainy,night,wet,35km/h,100m,emergency vehicle,free,hurry (commute or flight),emergency vehicle,approaching,50m,50km/h,normal car
186035,rainy,night,wet,60km/h,50m,normal car,free,hurry (commute or flight),truck,approaching,50m,50km/h,none
186739,rainy,night,wet,60km/h,100m,normal car,free,hurry (commute or flight),emergency vehicle,approaching,10m,80km/h,none
186827,rainy,night,wet,60km/h,100m,normal car,free,none,emergency vehicle,approaching,50m,50km/h,normal car
186849,rainy,night,wet,60km/h,100m,normal car,free,none,truck,approaching,10m,30km/h,none
186901,rainy,night,wet,60km/h,100m,truck,free,urgent (to hospital),emergency vehicle,approaching,10m,80km/h,none
186909,rainy,night,wet,60km/h,100m,truck,free,urgent (to hospital),emergency vehicle,approaching,50m,30km/h,normal car
187002,rainy,night,wet,60km/h,100m,truck,free,hurry (commute or flight),emergency vehicle,approaching,10m,30km/h,emergency vehicle
187034,rainy,night,wet,60km/h,100m,truck,free,none,normal car,approaching,50m,50km/h,none
187090,rainy,night,wet,60km/h,100m,truck,free,none,truck,approaching,10m,80km/h,none
187154,rainy,night,wet,60km/h,100m,emergency vehicle,free,urgent (to hospital),emergency vehicle,approaching,10m,50km/h,normal car
187359,rainy,night,wet,60km/h,150m,normal car,free,urgent (to hospital),normal car,approaching,50m,30km/h,none
187530,rainy,night,wet,60km/h,150m,normal car,free,none,normal car,approaching,50m,30km/h,normal car
187641,rainy,night,wet,60km/h,150m,truck,free,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,normal car
187716,rainy,night,wet,60km/h,150m,truck,free,hurry (commute or flight),emergency vehicle,approaching,100m,30km/h,normal car
187755,rainy,night,wet,60km/h,150m,truck,free,hurry (commute or flight),truck,approaching,50m,30km/h,emergency vehicle
188134,rainy,night,wet,100km/h,100m,normal car,free,urgent (to hospital),emergency vehicle,approaching,10m,80km/h,emergency vehicle
188135,rainy,night,wet,100km/h,100m,normal car,free,urgent (to hospital),emergency vehicle,approaching,10m,50km/h,emergency vehicle
188413,rainy,night,wet,100km/h,100m,truck,free,hurry (commute or flight),normal car,approaching,10m,80km/h,none
188460,rainy,night,wet,100km/h,100m,truck,free,hurry (commute or flight),emergency vehicle,approaching,10m,30km/h,emergency vehicle
188527,rainy,night,wet,100km/h,100m,truck,free,none,emergency vehicle,approaching,50m,80km/h,normal car
188741,rainy,night,wet,100km/h,100m,emergency vehicle,free,none,normal car,approaching,100m,50km/h,normal car
188950,rainy,night,wet,100km/h,150m,normal car,free,hurry (commute or flight),truck,approaching,50m,80km/h,none
189445,rainy,night,wet,100km/h,150m,emergency vehicle,free,hurry (commute or flight),truck,approaching,50m,80km/h,normal car
189506,rainy,night,wet,100km/h,150m,emergency vehicle,free,none,emergency vehicle,approaching,100m,50km/h,emergency vehicle
189547,rainy,night,wet,100km/h,200m,normal car,free,urgent (to hospital),normal car,approaching,10m,80km/h,none
189603,rainy,night,wet,100km/h,200m,normal car,free,urgent (to hospital),truck,approaching,10m,30km/h,none
189614,rainy,night,wet,100km/h,200m,normal car,free,urgent (to hospital),truck,approaching,100m,50km/h,emergency vehicle
190057,rainy,night,wet,100km/h,200m,emergency vehicle,free,urgent (to hospital),emergency vehicle,approaching,50m,80km/h,none
190228,rainy,night,wet,100km/h,200m,emergency vehicle,free,none,emergency vehicle,approaching,50m,80km/h,normal car
190258,rainy,night,wet,100km/h,200m,emergency vehicle,free,none,truck,approaching,10m,80km/h,normal car
190586,rainy,night,wet,35km/h,10m,truck,100m,urgent (to hospital),truck,approaching,100m,50km/h,emergency vehicle
190657,rainy,night,wet,35km/h,10m,truck,100m,hurry (commute or flight),truck,approaching,100m,80km/h,normal car
190721,rainy,night,wet,35km/h,10m,truck,100m,none,emergency vehicle,approaching,100m,50km/h,emergency vehicle
190880,rainy,night,wet,35km/h,10m,emergency vehicle,100m,hurry (commute or flight),emergency vehicle,approaching,10m,50km/h,normal car
190958,rainy,night,wet,35km/h,10m,emergency vehicle,100m,none,emergency vehicle,approaching,50m,50km/h,normal car
191149,rainy,night,wet,35km/h,50m,normal car,100m,hurry (commute or flight),truck,approaching,10m,80km/h,normal car
191260,rainy,night,wet,35km/h,50m,truck,100m,urgent (to hospital),normal car,approaching,100m,80km/h,emergency vehicle
191512,rainy,night,wet,35km/h,50m,emergency vehicle,100m,urgent (to hospital),emergency vehicle,approaching,100m,80km/h,none
191565,rainy,night,wet,35km/h,50m,emergency vehicle,100m,urgent (to hospital),truck,approaching,10m,30km/h,emergency vehicle
191567,rainy,night,wet,35km/h,50m,emergency vehicle,100m,hurry (commute or flight),normal car,approaching,100m,50km/h,none
191882,rainy,night,wet,35km/h,100m,normal car,100m,hurry (commute or flight),truck,approaching,100m,50km/h,emergency vehicle
191991,rainy,night,wet,35km/h,100m,truck,100m,urgent (to hospital),normal car,approaching,100m,30km/h,emergency vehicle
192054,rainy,night,wet,35km/h,100m,truck,100m,hurry (commute or flight),normal car,approaching,100m,30km/h,none
192281,rainy,night,wet,35km/h,100m,emergency vehicle,100m,urgent (to hospital),truck,approaching,50m,50km/h,normal car
192365,rainy,night,wet,35km/h,100m,emergency vehicle,100m,hurry (commute or flight),truck,approaching,10m,50km/h,normal car
192379,rainy,night,wet,35km/h,100m,emergency vehicle,100m,none,normal car,approaching,50m,80km/h,none
192407,rainy,night,wet,35km/h,100m,emergency vehicle,100m,none,emergency vehicle,approaching,50m,50km/h,none
192450,rainy,night,wet,35km/h,100m,emergency vehicle,100m,none,truck,approaching,100m,30km/h,emergency vehicle
192588,rainy,night,wet,60km/h,50m,normal car,100m,hurry (commute or flight),emergency vehicle,approaching,50m,30km/h,emergency vehicle
192650,rainy,night,wet,60km/h,50m,normal car,100m,none,emergency vehicle,approaching,50m,50km/h,none
192864,rainy,night,wet,60km/h,50m,truck,100m,none,normal car,approaching,100m,30km/h,none
192906,rainy,night,wet,60km/h,50m,truck,100m,none,emergency vehicle,approaching,10m,30km/h,normal car
193053,rainy,night,wet,60km/h,50m,emergency vehicle,100m,hurry (commute or flight),emergency vehicle,approaching,100m,30km/h,none
193648,rainy,night,wet,60km/h,100m,truck,100m,none,truck,approaching,50m,80km/h,none
193657,rainy,night,wet,60km/h,100m,truck,100m,none,truck,approaching,50m,80km/h,normal car
193718,rainy,night,wet,60km/h,100m,emergency vehicle,100m,urgent (to hospital),emergency vehicle,approaching,100m,50km/h,emergency vehicle
194068,rainy,night,wet,60km/h,150m,normal car,100m,hurry (commute or flight),truck,approaching,100m,80km/h,emergency vehicle
194234,rainy,night,wet,60km/h,150m,truck,100m,urgent (to hospital),truck,approaching,50m,50km/h,emergency vehicle
194663,rainy,night,wet,100km/h,100m,normal car,100m,urgent (to hospital),normal car,approaching,100m,50km/h,emergency vehicle
194749,rainy,night,wet,100km/h,100m,normal car,100m,hurry (commute or flight),normal car,approaching,10m,80km/h,emergency vehicle
194829,rainy,night,wet,100km/h,100m,normal car,100m,none,normal car,approaching,50m,30km/h,emergency vehicle
195132,rainy,night,wet,100km/h,100m,emergency vehicle,100m,urgent (to hospital),normal car,approaching,100m,30km/h,none
195257,rainy,night,wet,100km/h,100m,emergency vehicle,100m,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,emergency vehicle
195280,rainy,night,wet,100km/h,100m,emergency vehicle,100m,hurry (commute or flight),truck,approaching,10m,80km/h,normal car
195281,rainy,night,wet,100km/h,100m,emergency vehicle,100m,hurry (commute or flight),truck,approaching,10m,50km/h,normal car
195771,rainy,night,wet,100km/h,150m,truck,100m,hurry (commute or flight),truck,approaching,100m,30km/h,emergency vehicle
195809,rainy,night,wet,100km/h,150m,truck,100m,none,emergency vehicle,approaching,50m,50km/h,none
195873,rainy,night,wet,100km/h,150m,emergency vehicle,100m,urgent (to hospital),normal car,approaching,50m,30km/h,normal car
195934,rainy,night,wet,100km/h,150m,emergency vehicle,100m,urgent (to hospital),truck,approaching,50m,80km/h,emergency vehicle
196080,rainy,night,wet,100km/h,150m,emergency vehicle,100m,none,truck,approaching,50m,30km/h,none
196419,rainy,night,wet,100km/h,200m,truck,100m,urgent (to hospital),truck,approaching,100m,30km/h,emergency vehicle
196678,rainy,night,wet,100km/h,200m,emergency vehicle,100m,hurry (commute or flight),normal car,approaching,100m,80km/h,normal car
196795,rainy,night,wet,100km/h,200m,emergency vehicle,100m,none,emergency vehicle,approaching,100m,80km/h,emergency vehicle
197297,rainy,night,wet,35km/h,10m,truck,50m,none,truck,approaching,10m,50km/h,none
197312,rainy,night,wet,35km/h,10m,truck,50m,none,truck,approaching,50m,50km/h,emergency vehicle
197782,rainy,night,wet,35km/h,50m,normal car,50m,none,truck,approaching,10m,80km/h,none
198678,rainy,night,wet,35km/h,100m,truck,50m,hurry (commute or flight),truck,approaching,100m,30km/h,normal car
198681,rainy,night,wet,35km/h,100m,truck,50m,hurry (commute or flight),truck,approaching,50m,30km/h,normal car
198766,rainy,night,wet,35km/h,100m,truck,50m,none,truck,approaching,100m,80km/h,emergency vehicle
198779,rainy,night,wet,35km/h,100m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,50m,50km/h,none
198794,rainy,night,wet,35km/h,100m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,100m,50km/h,emergency vehicle
199376,rainy,night,wet,60km/h,50m,truck,50m,hurry (commute or flight),emergency vehicle,approaching,10m,50km/h,none
199528,rainy,night,wet,60km/h,50m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,10m,80km/h,emergency vehicle
199635,rainy,night,wet,60km/h,50m,emergency vehicle,50m,hurry (commute or flight),emergency vehicle,approaching,50m,30km/h,emergency vehicle
200134,rainy,night,wet,60km/h,100m,truck,50m,hurry (commute or flight),truck,approaching,100m,80km/h,normal car
200212,rainy,night,wet,60km/h,100m,truck,50m,none,truck,approaching,10m,80km/h,none
200300,rainy,night,wet,60km/h,100m,emergency vehicle,50m,urgent (to hospital),truck,approaching,50m,50km/h,normal car
200347,rainy,night,wet,60km/h,100m,emergency vehicle,50m,hurry (commute or flight),emergency vehicle,approaching,10m,80km/h,none
200386,rainy,night,wet,60km/h,100m,emergency vehicle,50m,hurry (commute or flight),truck,approaching,100m,80km/h,emergency vehicle
200425,rainy,night,wet,60km/h,100m,emergency vehicle,50m,none,emergency vehicle,approaching,50m,80km/h,none
200583,rainy,night,wet,60km/h,150m,normal car,50m,hurry (commute or flight),normal car,approaching,10m,30km/h,emergency vehicle
200718,rainy,night,wet,60km/h,150m,normal car,50m,none,truck,approaching,10m,30km/h,emergency vehicle
200793,rainy,night,wet,60km/h,150m,truck,50m,urgent (to hospital),truck,approaching,100m,30km/h,emergency vehicle
200971,rainy,night,wet,60km/h,150m,emergency vehicle,50m,urgent (to hospital),normal car,approaching,100m,80km/h,normal car
201015,rainy,night,wet,60km/h,150m,emergency vehicle,50m,urgent (to hospital),emergency vehicle,approaching,10m,30km/h,emergency vehicle
201136,rainy,night,wet,60km/h,150m,emergency vehicle,50m,none,normal car,approaching,50m,80km/h,normal car
201637,rainy,night,wet,100km/h,100m,truck,50m,none,emergency vehicle,approaching,100m,80km/h,none
201778,rainy,night,wet,100km/h,100m,emergency vehicle,50m,hurry (commute or flight),normal car,approaching,10m,80km/h,none
201996,rainy,night,wet,100km/h,150m,normal car,50m,urgent (to hospital),truck,approaching,10m,30km/h,none
202003,rainy,night,wet,100km/h,150m,normal car,50m,urgent (to hospital),truck,approaching,10m,80km/h,normal car
202257,rainy,night,wet,100km/h,150m,truck,50m,urgent (to hospital),truck,approaching,10m,30km/h,emergency vehicle
202352,rainy,night,wet,100km/h,150m,truck,50m,none,normal car,approaching,50m,50km/h,normal car
202827,rainy,night,wet,100km/h,200m,normal car,50m,none,normal car,approaching,100m,30km/h,none
203121,rainy,night,wet,100km/h,200m,truck,50m,none,emergency vehicle,approaching,10m,30km/h,emergency vehicle
203278,rainy,night,wet,100km/h,200m,emergency vehicle,50m,hurry (commute or flight),emergency vehicle,approaching,50m,80km/h,emergency vehicle
203404,rainy,night,wet,35km/h,10m,normal car,20m,urgent (to hospital),normal car,approaching,50m,80km/h,normal car
203455,rainy,night,wet,35km/h,10m,normal car,20m,urgent (to hospital),truck,approaching,100m,80km/h,normal car
203468,rainy,night,wet,35km/h,10m,normal car,20m,urgent (to hospital),truck,approaching,50m,50km/h,emergency vehicle
203474,rainy,night,wet,35km/h,10m,normal car,20m,hurry (commute or flight),normal car,approaching,100m,50km/h,none
203541,rainy,night,wet,35km/h,10m,normal car,20m,hurry (commute or flight),truck,approaching,50m,30km/h,normal car
203671,rainy,night,wet,35km/h,10m,truck,20m,urgent (to hospital),emergency vehicle,approaching,100m,80km/h,normal car
203759,rainy,night,wet,35km/h,10m,truck,20m,hurry (commute or flight),emergency vehicle,approaching,10m,50km/h,normal car
204005,rainy,night,wet,35km/h,10m,emergency vehicle,20m,hurry (commute or flight),emergency vehicle,approaching,100m,50km/h,emergency vehicle
204016,rainy,night,wet,35km/h,10m,emergency vehicle,20m,hurry (commute or flight),truck,approaching,50m,80km/h,none
204161,rainy,night,wet,35km/h,50m,normal car,20m,urgent (to hospital),emergency vehicle,approaching,50m,50km/h,normal car
204289,rainy,night,wet,35km/h,50m,normal car,20m,none,normal car,approaching,10m,80km/h,none
204311,rainy,night,wet,35km/h,50m,normal car,20m,none,emergency vehicle,approaching,100m,50km/h,none
204591,rainy,night,wet,35km/h,50m,truck,20m,none,truck,approaching,100m,30km/h,normal car
204656,rainy,night,wet,35km/h,50m,emergency vehicle,20m,urgent (to hospital),emergency vehicle,approaching,50m,50km/h,emergency vehicle
204720,rainy,night,wet,35km/h,50m,emergency vehicle,20m,hurry (commute or flight),emergency vehicle,approaching,50m,30km/h,none
204740,rainy,night,wet,35km/h,50m,emergency vehicle,20m,hurry (commute or flight),emergency vehicle,approaching,10m,50km/h,emergency vehicle
