id,Météo,Moment de la journée,État de la route,Vitesse du véhicule en insertion,Distance du véhicule en insertion,Type de véhicule en insertion,Espace devant sur la voie principale,Besoin du passager,Rôle du véhicule ego,État du véhicule ego,Distance du véhicule ego,Vitesse du véhicule ego,Véhicule suiveur
76283,ensoleillé,nuit,sec,60 km/h,150 m,camion,20 m,aucune,camion,en approche,10 m,50 km/h,aucun
76598,ensoleillé,nuit,sec,100 km/h,100 m,voiture,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,50 km/h,véhicule prioritaire
76833,ensoleillé,nuit,sec,100 km/h,100 m,camion,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,voiture
76953,ensoleillé,nuit,sec,100 km/h,100 m,camion,20 m,aucune,voiture,en approche,100 m,30 km/h,aucun
77003,ensoleillé,nuit,sec,100 km/h,100 m,camion,20 m,aucune,véhicule prioritaire,en approche,10 m,50 km/h,véhicule prioritaire
77216,ensoleillé,nuit,sec,100 km/h,100 m,véhicule prioritaire,20 m,aucune,voiture,en approche,50 m,50 km/h,véhicule prioritaire
77270,ensoleillé,nuit,sec,100 km/h,100 m,véhicule prioritaire,20 m,aucune,camion,en approche,50 m,50 km/h,véhicule prioritaire
77502,ensoleillé,nuit,sec,100 km/h,150 m,voiture,20 m,aucune,camion,en approche,100 m,30 km/h,voiture
77692,ensoleillé,nuit,sec,100 km/h,150 m,camion,20 m,aucune,voiture,en approche,50 m,80 km/h,voiture
77753,ensoleillé,nuit,sec,100 km/h,150 m,camion,20 m,aucune,camion,en approche,100 m,50 km/h,véhicule prioritaire
78160,ensoleillé,nuit,sec,100 km/h,200 m,voiture,20 m,pressé (travail ou vol),camion,en approche,50 m,80 km/h,véhicule prioritaire
78356,ensoleillé,nuit,sec,100 km/h,200 m,camion,20 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,50 km/h,aucun
78436,ensoleillé,nuit,sec,100 km/h,200 m,camion,20 m,aucune,véhicule prioritaire,en approche,100 m,80 km/h,aucun
78502,ensoleillé,nuit,sec,100 km/h,200 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),voiture,en approche,50 m,80 km/h,voiture
78771,ensoleillé,nuit,mouillé,35 km/h,10 m,voiture,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,30 km/h,voiture
78824,ensoleillé,nuit,mouillé,35 km/h,10 m,voiture,libre,pressé (travail ou vol),voiture,en approche,100 m,50 km/h,voiture
79094,ensoleillé,nuit,mouillé,35 km/h,10 m,camion,libre,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,50 km/h,voiture
79112,ensoleillé,nuit,mouillé,35 km/h,10 m,camion,libre,pressé (travail ou vol),camion,en approche,100 m,50 km/h,aucun
79168,ensoleillé,nuit,mouillé,35 km/h,10 m,camion,libre,aucune,véhicule prioritaire,en approche,50 m,80 km/h,aucun
79183,ensoleillé,nuit,mouillé,35 km/h,10 m,camion,libre,aucune,véhicule prioritaire,en approche,100 m,80 km/h,véhicule prioritaire
79305,ensoleillé,nuit,mouillé,35 km/h,10 m,véhicule prioritaire,libre,pressé (travail ou vol),voiture,en approche,50 m,30 km/h,aucun
79346,ensoleillé,nuit,mouillé,35 km/h,10 m,véhicule prioritaire,libre,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,50 km/h,véhicule prioritaire
79349,ensoleillé,nuit,mouillé,35 km/h,10 m,véhicule prioritaire,libre,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,50 km/h,véhicule prioritaire
79557,ensoleillé,nuit,mouillé,35 km/h,50 m,voiture,libre,pressé (travail ou vol),voiture,en approche,50 m,30 km/h,voiture
79744,ensoleillé,nuit,mouillé,35 km/h,50 m,camion,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,80 km/h,voiture
79799,ensoleillé,nuit,mouillé,35 km/h,50 m,camion,libre,pressé (travail ou vol),voiture,en approche,50 m,50 km/h,voiture
80071,ensoleillé,nuit,mouillé,35 km/h,50 m,véhicule prioritaire,libre,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,80 km/h,voiture
80505,ensoleillé,nuit,mouillé,35 km/h,100 m,camion,libre,urgence (vers l'hôpital),camion,en approche,10 m,30 km/h,voiture
80541,ensoleillé,nuit,mouillé,35 km/h,100 m,camion,libre,pressé (travail ou vol),voiture,en approche,10 m,30 km/h,véhicule prioritaire
80614,ensoleillé,nuit,mouillé,35 km/h,100 m,camion,libre,aucune,voiture,en approche,100 m,80 km/h,véhicule prioritaire
80684,ensoleillé,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,libre,urgence (vers l'hôpital),voiture,en approche,10 m,50 km/h,aucun
80780,ensoleillé,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,libre,pressé (travail ou vol),voiture,en approche,50 m,50 km/h,véhicule prioritaire
80924,ensoleillé,nuit,mouillé,60 km/h,50 m,voiture,libre,urgence (vers l'hôpital),voiture,en approche,50 m,50 km/h,aucun
80938,ensoleillé,nuit,mouillé,60 km/h,50 m,voiture,libre,urgence (vers l'hôpital),voiture,en approche,100 m,80 km/h,véhicule prioritaire
81058,ensoleillé,nuit,mouillé,60 km/h,50 m,voiture,libre,pressé (travail ou vol),camion,en approche,50 m,80 km/h,aucun
81523,ensoleillé,nuit,mouillé,60 km/h,50 m,véhicule prioritaire,libre,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,80 km/h,voiture
81539,ensoleillé,nuit,mouillé,60 km/h,50 m,véhicule prioritaire,libre,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,50 km/h,véhicule prioritaire
81632,ensoleillé,nuit,mouillé,60 km/h,50 m,véhicule prioritaire,libre,aucune,camion,en approche,100 m,50 km/h,voiture
81820,ensoleillé,nuit,mouillé,60 km/h,100 m,voiture,libre,aucune,voiture,en approche,100 m,80 km/h,voiture
81884,ensoleillé,nuit,mouillé,60 km/h,100 m,voiture,libre,aucune,camion,en approche,100 m,50 km/h,véhicule prioritaire
81954,ensoleillé,nuit,mouillé,60 km/h,100 m,camion,libre,urgence (vers l'hôpital),camion,en approche,10 m,30 km/h,aucun
81985,ensoleillé,nuit,mouillé,60 km/h,100 m,camion,libre,pressé (travail ou vol),voiture,en approche,50 m,80 km/h,voiture
82023,ensoleillé,nuit,mouillé,60 km/h,100 m,camion,libre,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,30 km/h,véhicule prioritaire
82044,ensoleillé,nuit,mouillé,60 km/h,100 m,camion,libre,pressé (travail ou vol),camion,en approche,10 m,30 km/h,voiture
82060,ensoleillé,nuit,mouillé,60 km/h,100 m,camion,libre,aucune,voiture,en approche,10 m,80 km/h,aucun
82360,ensoleillé,nuit,mouillé,60 km/h,100 m,véhicule prioritaire,libre,aucune,camion,en approche,100 m,80 km/h,voiture
82632,ensoleillé,nuit,mouillé,60 km/h,150 m,camion,libre,urgence (vers l'hôpital),voiture,en approche,100 m,30 km/h,voiture
82857,ensoleillé,nuit,mouillé,60 km/h,150 m,camion,libre,aucune,camion,en approche,100 m,30 km/h,véhicule prioritaire
82879,ensoleillé,nuit,mouillé,60 km/h,150 m,véhicule prioritaire,libre,urgence (vers l'hôpital),voiture,en approche,10 m,80 km/h,voiture
82976,ensoleillé,nuit,mouillé,60 km/h,150 m,véhicule prioritaire,libre,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,50 km/h,aucun
83100,ensoleillé,nuit,mouillé,60 km/h,150 m,véhicule prioritaire,libre,aucune,camion,en approche,100 m,30 km/h,véhicule prioritaire
83129,ensoleillé,nuit,mouillé,100 km/h,100 m,voiture,libre,urgence (vers l'hôpital),voiture,en approche,50 m,50 km/h,véhicule prioritaire
83459,ensoleillé,nuit,mouillé,100 km/h,100 m,camion,libre,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,50 km/h,aucun
83478,ensoleillé,nuit,mouillé,100 km/h,100 m,camion,libre,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,30 km/h,véhicule prioritaire
83557,ensoleillé,nuit,mouillé,100 km/h,100 m,camion,libre,aucune,véhicule prioritaire,en approche,100 m,80 km/h,véhicule prioritaire
83629,ensoleillé,nuit,mouillé,100 km/h,100 m,véhicule prioritaire,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,80 km/h,voiture
83758,ensoleillé,nuit,mouillé,100 km/h,100 m,véhicule prioritaire,libre,aucune,voiture,en approche,50 m,80 km/h,aucun
83775,ensoleillé,nuit,mouillé,100 km/h,100 m,véhicule prioritaire,libre,aucune,voiture,en approche,100 m,30 km/h,véhicule prioritaire
83842,ensoleillé,nuit,mouillé,100 km/h,150 m,voiture,libre,urgence (vers l'hôpital),voiture,en approche,10 m,80 km/h,aucun
84279,ensoleillé,nuit,mouillé,100 km/h,150 m,camion,libre,aucune,véhicule prioritaire,en approche,100 m,30 km/h,voiture
84399,ensoleillé,nuit,mouillé,100 km/h,150 m,véhicule prioritaire,libre,urgence (vers l'hôpital),camion,en approche,50 m,30 km/h,véhicule prioritaire
84705,ensoleillé,nuit,mouillé,100 km/h,200 m,voiture,libre,pressé (travail ou vol),camion,en approche,50 m,30 km/h,aucun
84759,ensoleillé,nuit,mouillé,100 km/h,200 m,voiture,libre,aucune,véhicule prioritaire,en approche,50 m,30 km/h,aucun
84966,ensoleillé,nuit,mouillé,100 km/h,200 m,camion,libre,pressé (travail ou vol),camion,en approche,50 m,30 km/h,véhicule prioritaire
85379,ensoleillé,nuit,mouillé,35 km/h,10 m,voiture,100 m,pressé (travail ou vol),voiture,en approche,50 m,50 km/h,aucun
85577,ensoleillé,nuit,mouillé,35 km/h,10 m,camion,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,50 km/h,voiture
85905,ensoleillé,nuit,mouillé,35 km/h,10 m,véhicule prioritaire,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,30 km/h,voiture
85984,ensoleillé,nuit,mouillé,35 km/h,10 m,véhicule prioritaire,100 m,aucune,véhicule prioritaire,en approche,10 m,80 km/h,voiture
86105,ensoleillé,nuit,mouillé,35 km/h,50 m,voiture,100 m,pressé (travail ou vol),voiture,en approche,100 m,50 km/h,aucun
86244,ensoleillé,nuit,mouillé,35 km/h,50 m,voiture,100 m,aucune,camion,en approche,50 m,30 km/h,aucun
86442,ensoleillé,nuit,mouillé,35 km/h,50 m,camion,100 m,aucune,voiture,en approche,50 m,30 km/h,voiture
86655,ensoleillé,nuit,mouillé,35 km/h,50 m,véhicule prioritaire,100 m,pressé (travail ou vol),camion,en approche,100 m,30 km/h,voiture
86790,ensoleillé,nuit,mouillé,35 km/h,100 m,voiture,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,30 km/h,voiture
86836,ensoleillé,nuit,mouillé,35 km/h,100 m,voiture,100 m,pressé (travail ou vol),voiture,en approche,50 m,80 km/h,aucun
86965,ensoleillé,nuit,mouillé,35 km/h,100 m,voiture,100 m,aucune,véhicule prioritaire,en approche,10 m,80 km/h,véhicule prioritaire
87093,ensoleillé,nuit,mouillé,35 km/h,100 m,camion,100 m,pressé (travail ou vol),voiture,en approche,10 m,30 km/h,voiture
87210,ensoleillé,nuit,mouillé,35 km/h,100 m,camion,100 m,aucune,véhicule prioritaire,en approche,10 m,30 km/h,véhicule prioritaire
87217,ensoleillé,nuit,mouillé,35 km/h,100 m,camion,100 m,aucune,camion,en approche,10 m,80 km/h,aucun
87342,ensoleillé,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,100 m,pressé (travail ou vol),voiture,en approche,50 m,30 km/h,véhicule prioritaire
87460,ensoleillé,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,100 m,aucune,camion,en approche,10 m,80 km/h,aucun
87625,ensoleillé,nuit,mouillé,60 km/h,50 m,voiture,100 m,pressé (travail ou vol),camion,en approche,100 m,80 km/h,voiture
87798,ensoleillé,nuit,mouillé,60 km/h,50 m,camion,100 m,urgence (vers l'hôpital),camion,en approche,100 m,30 km/h,véhicule prioritaire
88046,ensoleillé,nuit,mouillé,60 km/h,50 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),camion,en approche,10 m,50 km/h,véhicule prioritaire
88245,ensoleillé,nuit,mouillé,60 km/h,100 m,voiture,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,aucun
88255,ensoleillé,nuit,mouillé,60 km/h,100 m,voiture,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,80 km/h,véhicule prioritaire
88493,ensoleillé,nuit,mouillé,60 km/h,100 m,camion,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,50 km/h,voiture
88526,ensoleillé,nuit,mouillé,60 km/h,100 m,camion,100 m,urgence (vers l'hôpital),camion,en approche,100 m,50 km/h,véhicule prioritaire
88597,ensoleillé,nuit,mouillé,60 km/h,100 m,camion,100 m,pressé (travail ou vol),camion,en approche,100 m,80 km/h,voiture
88740,ensoleillé,nuit,mouillé,60 km/h,100 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,voiture
88815,ensoleillé,nuit,mouillé,60 km/h,100 m,véhicule prioritaire,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,30 km/h,voiture
88892,ensoleillé,nuit,mouillé,60 km/h,100 m,véhicule prioritaire,100 m,aucune,véhicule prioritaire,en approche,10 m,50 km/h,aucun
88896,ensoleillé,nuit,mouillé,60 km/h,100 m,véhicule prioritaire,100 m,aucune,véhicule prioritaire,en approche,100 m,30 km/h,voiture
89123,ensoleillé,nuit,mouillé,60 km/h,150 m,voiture,100 m,aucune,voiture,en approche,50 m,50 km/h,véhicule prioritaire
89161,ensoleillé,nuit,mouillé,60 km/h,150 m,voiture,100 m,aucune,camion,en approche,10 m,80 km/h,aucun
89199,ensoleillé,nuit,mouillé,60 km/h,150 m,camion,100 m,urgence (vers l'hôpital),voiture,en approche,10 m,30 km/h,voiture
89306,ensoleillé,nuit,mouillé,60 km/h,150 m,camion,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,50 km/h,voiture
89482,ensoleillé,nuit,mouillé,60 km/h,150 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),camion,en approche,50 m,80 km/h,aucun
89666,ensoleillé,nuit,mouillé,60 km/h,150 m,véhicule prioritaire,100 m,aucune,camion,en approche,10 m,50 km/h,véhicule prioritaire
89776,ensoleillé,nuit,mouillé,100 km/h,100 m,voiture,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,80 km/h,aucun
89881,ensoleillé,nuit,mouillé,100 km/h,100 m,voiture,100 m,aucune,véhicule prioritaire,en approche,10 m,80 km/h,véhicule prioritaire
89930,ensoleillé,nuit,mouillé,100 km/h,100 m,camion,100 m,urgence (vers l'hôpital),voiture,en approche,100 m,50 km/h,véhicule prioritaire
90040,ensoleillé,nuit,mouillé,100 km/h,100 m,camion,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,80 km/h,véhicule prioritaire
90079,ensoleillé,nuit,mouillé,100 km/h,100 m,camion,100 m,aucune,voiture,en approche,10 m,80 km/h,aucun
90109,ensoleillé,nuit,mouillé,100 km/h,100 m,camion,100 m,aucune,véhicule prioritaire,en approche,100 m,80 km/h,voiture
90189,ensoleillé,nuit,mouillé,100 km/h,100 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,aucun
90661,ensoleillé,nuit,mouillé,100 km/h,150 m,camion,100 m,urgence (vers l'hôpital),voiture,en approche,50 m,80 km/h,véhicule prioritaire
90738,ensoleillé,nuit,mouillé,100 km/h,150 m,camion,100 m,pressé (travail ou vol),voiture,en approche,10 m,30 km/h,voiture
90779,ensoleillé,nuit,mouillé,100 km/h,150 m,camion,100 m,pressé (travail ou vol),camion,en approche,50 m,50 km/h,aucun
90797,ensoleillé,nuit,mouillé,100 km/h,150 m,camion,100 m,pressé (travail ou vol),camion,en approche,50 m,50 km/h,véhicule prioritaire
90885,ensoleillé,nuit,mouillé,100 km/h,150 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),voiture,en approche,100 m,30 km/h,aucun
91202,ensoleillé,nuit,mouillé,100 km/h,200 m,voiture,100 m,urgence (vers l'hôpital),camion,en approche,50 m,50 km/h,véhicule prioritaire
91446,ensoleillé,nuit,mouillé,100 km/h,200 m,camion,100 m,urgence (vers l'hôpital),camion,en approche,50 m,30 km/h,véhicule prioritaire
91525,ensoleillé,nuit,mouillé,100 km/h,200 m,camion,100 m,pressé (travail ou vol),camion,en approche,50 m,80 km/h,véhicule prioritaire
91537,ensoleillé,nuit,mouillé,100 km/h,200 m,camion,100 m,aucune,voiture,en approche,10 m,80 km/h,aucun
91818,ensoleillé,nuit,mouillé,100 km/h,200 m,véhicule prioritaire,100 m,aucune,véhicule prioritaire,en approche,10 m,30 km/h,voiture
92024,ensoleillé,nuit,mouillé,35 km/h,10 m,voiture,50 m,aucune,voiture,en approche,10 m,50 km/h,aucun
92281,ensoleillé,nuit,mouillé,35 km/h,10 m,camion,50 m,aucune,voiture,en approche,50 m,80 km/h,véhicule prioritaire
92360,ensoleillé,nuit,mouillé,35 km/h,10 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),voiture,en approche,100 m,50 km/h,véhicule prioritaire
92619,ensoleillé,nuit,mouillé,35 km/h,50 m,voiture,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,aucun
92797,ensoleillé,nuit,mouillé,35 km/h,50 m,voiture,50 m,aucune,véhicule prioritaire,en approche,10 m,80 km/h,véhicule prioritaire
93147,ensoleillé,nuit,mouillé,35 km/h,50 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),camion,en approche,50 m,30 km/h,véhicule prioritaire
93215,ensoleillé,nuit,mouillé,35 km/h,50 m,véhicule prioritaire,50 m,pressé (travail ou vol),camion,en approche,100 m,50 km/h,voiture
93337,ensoleillé,nuit,mouillé,35 km/h,100 m,voiture,50 m,urgence (vers l'hôpital),voiture,en approche,10 m,80 km/h,véhicule prioritaire
93364,ensoleillé,nuit,mouillé,35 km/h,100 m,voiture,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,80 km/h,véhicule prioritaire
93370,ensoleillé,nuit,mouillé,35 km/h,100 m,voiture,50 m,urgence (vers l'hôpital),camion,en approche,50 m,80 km/h,aucun
93587,ensoleillé,nuit,mouillé,35 km/h,100 m,camion,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,50 km/h,aucun
93593,ensoleillé,nuit,mouillé,35 km/h,100 m,camion,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,50 km/h,voiture
93856,ensoleillé,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),camion,en approche,50 m,80 km/h,aucun
93867,ensoleillé,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),camion,en approche,50 m,30 km/h,voiture
94107,ensoleillé,nuit,mouillé,60 km/h,50 m,voiture,50 m,urgence (vers l'hôpital),camion,en approche,100 m,30 km/h,voiture
94179,ensoleillé,nuit,mouillé,60 km/h,50 m,voiture,50 m,pressé (travail ou vol),camion,en approche,100 m,30 km/h,aucun
94421,ensoleillé,nuit,mouillé,60 km/h,50 m,camion,50 m,pressé (travail ou vol),camion,en approche,100 m,50 km/h,aucun
94482,ensoleillé,nuit,mouillé,60 km/h,50 m,camion,50 m,aucune,véhicule prioritaire,en approche,10 m,30 km/h,aucun
94695,ensoleillé,nuit,mouillé,60 km/h,50 m,véhicule prioritaire,50 m,aucune,voiture,en approche,50 m,30 km/h,aucun
94763,ensoleillé,nuit,mouillé,60 km/h,50 m,véhicule prioritaire,50 m,aucune,camion,en approche,100 m,50 km/h,véhicule prioritaire
94988,ensoleillé,nuit,mouillé,60 km/h,100 m,voiture,50 m,aucune,camion,en approche,100 m,50 km/h,aucun
95089,ensoleillé,nuit,mouillé,60 km/h,100 m,camion,50 m,urgence (vers l'hôpital),camion,en approche,50 m,80 km/h,véhicule prioritaire
95110,ensoleillé,nuit,mouillé,60 km/h,100 m,camion,50 m,pressé (travail ou vol),voiture,en approche,10 m,80 km/h,voiture
95394,ensoleillé,nuit,mouillé,60 km/h,100 m,véhicule prioritaire,50 m,pressé (travail ou vol),camion,en approche,100 m,30 km/h,aucun
95538,ensoleillé,nuit,mouillé,60 km/h,150 m,voiture,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,30 km/h,voiture
95664,ensoleillé,nuit,mouillé,60 km/h,150 m,voiture,50 m,aucune,voiture,en approche,100 m,30 km/h,aucun
95667,ensoleillé,nuit,mouillé,60 km/h,150 m,voiture,50 m,aucune,voiture,en approche,50 m,30 km/h,aucun
95862,ensoleillé,nuit,mouillé,60 km/h,150 m,camion,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,30 km/h,voiture
95909,ensoleillé,nuit,mouillé,60 km/h,150 m,camion,50 m,aucune,voiture,en approche,50 m,50 km/h,aucun
95944,ensoleillé,nuit,mouillé,60 km/h,150 m,camion,50 m,aucune,véhicule prioritaire,en approche,50 m,80 km/h,voiture
96137,ensoleillé,nuit,mouillé,60 km/h,150 m,véhicule prioritaire,50 m,pressé (travail ou vol),camion,en approche,10 m,50 km/h,voiture
96175,ensoleillé,nuit,mouillé,60 km/h,150 m,véhicule prioritaire,50 m,aucune,véhicule prioritaire,en approche,100 m,80 km/h,aucun
96190,ensoleillé,nuit,mouillé,60 km/h,150 m,véhicule prioritaire,50 m,aucune,véhicule prioritaire,en approche,10 m,80 km/h,voiture
96292,ensoleillé,nuit,mouillé,100 km/h,100 m,voiture,50 m,urgence (vers l'hôpital),camion,en approche,100 m,80 km/h,voiture
96416,ensoleillé,nuit,mouillé,100 km/h,100 m,voiture,50 m,aucune,voiture,en approche,10 m,50 km/h,véhicule prioritaire
96552,ensoleillé,nuit,mouillé,100 km/h,100 m,camion,50 m,urgence (vers l'hôpital),camion,en approche,10 m,30 km/h,véhicule prioritaire
