id,天气,时间,路况,并车车速,并车与本车距,并车车辆类型,主车道前方空隙,乘客需求,本车角色,本车状态,本车距合流点距离,本车速度,后车类型
81884,晴天,夜晚,湿滑,60公里/小时,100米,普通轿车,畅通,无特殊需求,卡车,接近中,100米,50公里/小时,应急车辆
81954,晴天,夜晚,湿滑,60公里/小时,100米,卡车,畅通,紧急（送医）,卡车,接近中,10米,30公里/小时,无
81985,晴天,夜晚,湿滑,60公里/小时,100米,卡车,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,80公里/小时,普通轿车
82023,晴天,夜晚,湿滑,60公里/小时,100米,卡车,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,30公里/小时,应急车辆
82044,晴天,夜晚,湿滑,60公里/小时,100米,卡车,畅通,赶时间（通勤/赶飞机）,卡车,接近中,10米,30公里/小时,普通轿车
82060,晴天,夜晚,湿滑,60公里/小时,100米,卡车,畅通,无特殊需求,普通轿车,接近中,10米,80公里/小时,无
82360,晴天,夜晚,湿滑,60公里/小时,100米,应急车辆,畅通,无特殊需求,卡车,接近中,100米,80公里/小时,普通轿车
82632,晴天,夜晚,湿滑,60公里/小时,150米,卡车,畅通,紧急（送医）,普通轿车,接近中,100米,30公里/小时,普通轿车
82857,晴天,夜晚,湿滑,60公里/小时,150米,卡车,畅通,无特殊需求,卡车,接近中,100米,30公里/小时,应急车辆
82879,晴天,夜晚,湿滑,60公里/小时,150米,应急车辆,畅通,紧急（送医）,普通轿车,接近中,10米,80公里/小时,普通轿车
82976,晴天,夜晚,湿滑,60公里/小时,150米,应急车辆,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,50公里/小时,无
83100,晴天,夜晚,湿滑,60公里/小时,150米,应急车辆,畅通,无特殊需求,卡车,接近中,100米,30公里/小时,应急车辆
83129,晴天,夜晚,湿滑,100公里/小时,100米,普通轿车,畅通,紧急（送医）,普通轿车,接近中,50米,50公里/小时,应急车辆
83459,晴天,夜晚,湿滑,100公里/小时,100米,卡车,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,50公里/小时,无
83478,晴天,夜晚,湿滑,100公里/小时,100米,卡车,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,30公里/小时,应急车辆
83557,晴天,夜晚,湿滑,100公里/小时,100米,卡车,畅通,无特殊需求,应急车辆,接近中,100米,80公里/小时,应急车辆
83629,晴天,夜晚,湿滑,100公里/小时,100米,应急车辆,畅通,紧急（送医）,应急车辆,接近中,100米,80公里/小时,普通轿车
83758,晴天,夜晚,湿滑,100公里/小时,100米,应急车辆,畅通,无特殊需求,普通轿车,接近中,50米,80公里/小时,无
83775,晴天,夜晚,湿滑,100公里/小时,100米,应急车辆,畅通,无特殊需求,普通轿车,接近中,100米,30公里/小时,应急车辆
83842,晴天,夜晚,湿滑,100公里/小时,150米,普通轿车,畅通,紧急（送医）,普通轿车,接近中,10米,80公里/小时,无
84279,晴天,夜晚,湿滑,100公里/小时,150米,卡车,畅通,无特殊需求,应急车辆,接近中,100米,30公里/小时,普通轿车
84399,晴天,夜晚,湿滑,100公里/小时,150米,应急车辆,畅通,紧急（送医）,卡车,接近中,50米,30公里/小时,应急车辆
84705,晴天,夜晚,湿滑,100公里/小时,200米,普通轿车,畅通,赶时间（通勤/赶飞机）,卡车,接近中,50米,30公里/小时,无
84759,晴天,夜晚,湿滑,100公里/小时,200米,普通轿车,畅通,无特殊需求,应急车辆,接近中,50米,30公里/小时,无
84966,晴天,夜晚,湿滑,100公里/小时,200米,卡车,畅通,赶时间（通勤/赶飞机）,卡车,接近中,50米,30公里/小时,应急车辆
85379,晴天,夜晚,湿滑,35公里/小时,10米,普通轿车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,50公里/小时,无
85577,晴天,夜晚,湿滑,35公里/小时,10米,卡车,100米,紧急（送医）,应急车辆,接近中,50米,50公里/小时,普通轿车
85905,晴天,夜晚,湿滑,35公里/小时,10米,应急车辆,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,30公里/小时,普通轿车
85984,晴天,夜晚,湿滑,35公里/小时,10米,应急车辆,100米,无特殊需求,应急车辆,接近中,10米,80公里/小时,普通轿车
86105,晴天,夜晚,湿滑,35公里/小时,50米,普通轿车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,50公里/小时,无
86244,晴天,夜晚,湿滑,35公里/小时,50米,普通轿车,100米,无特殊需求,卡车,接近中,50米,30公里/小时,无
86442,晴天,夜晚,湿滑,35公里/小时,50米,卡车,100米,无特殊需求,普通轿车,接近中,50米,30公里/小时,普通轿车
86655,晴天,夜晚,湿滑,35公里/小时,50米,应急车辆,100米,赶时间（通勤/赶飞机）,卡车,接近中,100米,30公里/小时,普通轿车
86790,晴天,夜晚,湿滑,35公里/小时,100米,普通轿车,100米,紧急（送医）,应急车辆,接近中,100米,30公里/小时,普通轿车
86836,晴天,夜晚,湿滑,35公里/小时,100米,普通轿车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,80公里/小时,无
86965,晴天,夜晚,湿滑,35公里/小时,100米,普通轿车,100米,无特殊需求,应急车辆,接近中,10米,80公里/小时,应急车辆
87093,晴天,夜晚,湿滑,35公里/小时,100米,卡车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,30公里/小时,普通轿车
87210,晴天,夜晚,湿滑,35公里/小时,100米,卡车,100米,无特殊需求,应急车辆,接近中,10米,30公里/小时,应急车辆
87217,晴天,夜晚,湿滑,35公里/小时,100米,卡车,100米,无特殊需求,卡车,接近中,10米,80公里/小时,无
87342,晴天,夜晚,湿滑,35公里/小时,100米,应急车辆,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,50米,30公里/小时,应急车辆
87460,晴天,夜晚,湿滑,35公里/小时,100米,应急车辆,100米,无特殊需求,卡车,接近中,10米,80公里/小时,无
87625,晴天,夜晚,湿滑,60公里/小时,50米,普通轿车,100米,赶时间（通勤/赶飞机）,卡车,接近中,100米,80公里/小时,普通轿车
87798,晴天,夜晚,湿滑,60公里/小时,50米,卡车,100米,紧急（送医）,卡车,接近中,100米,30公里/小时,应急车辆
88046,晴天,夜晚,湿滑,60公里/小时,50米,应急车辆,100米,紧急（送医）,卡车,接近中,10米,50公里/小时,应急车辆
88245,晴天,夜晚,湿滑,60公里/小时,100米,普通轿车,100米,紧急（送医）,应急车辆,接近中,10米,30公里/小时,无
88255,晴天,夜晚,湿滑,60公里/小时,100米,普通轿车,100米,紧急（送医）,应急车辆,接近中,100米,80公里/小时,应急车辆
88493,晴天,夜晚,湿滑,60公里/小时,100米,卡车,100米,紧急（送医）,应急车辆,接近中,50米,50公里/小时,普通轿车
88526,晴天,夜晚,湿滑,60公里/小时,100米,卡车,100米,紧急（送医）,卡车,接近中,100米,50公里/小时,应急车辆
88597,晴天,夜晚,湿滑,60公里/小时,100米,卡车,100米,赶时间（通勤/赶飞机）,卡车,接近中,100米,80公里/小时,普通轿车
88740,晴天,夜晚,湿滑,60公里/小时,100米,应急车辆,100米,紧急（送医）,应急车辆,接近中,10米,30公里/小时,普通轿车
88815,晴天,夜晚,湿滑,60公里/小时,100米,应急车辆,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,30公里/小时,普通轿车
88892,晴天,夜晚,湿滑,60公里/小时,100米,应急车辆,100米,无特殊需求,应急车辆,接近中,10米,50公里/小时,无
88896,晴天,夜晚,湿滑,60公里/小时,100米,应急车辆,100米,无特殊需求,应急车辆,接近中,100米,30公里/小时,普通轿车
89123,晴天,夜晚,湿滑,60公里/小时,150米,普通轿车,100米,无特殊需求,普通轿车,接近中,50米,50公里/小时,应急车辆
89161,晴天,夜晚,湿滑,60公里/小时,150米,普通轿车,100米,无特殊需求,卡车,接近中,10米,80公里/小时,无
89199,晴天,夜晚,湿滑,60公里/小时,150米,卡车,100米,紧急（送医）,普通轿车,接近中,10米,30公里/小时,普通轿车
89306,晴天,夜晚,湿滑,60公里/小时,150米,卡车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,50公里/小时,普通轿车
89482,晴天,夜晚,湿滑,60公里/小时,150米,应急车辆,100米,紧急（送医）,卡车,接近中,50米,80公里/小时,无
89666,晴天,夜晚,湿滑,60公里/小时,150米,应急车辆,100米,无特殊需求,卡车,接近中,10米,50公里/小时,应急车辆
89776,晴天,夜晚,湿滑,100公里/小时,100米,普通轿车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,80公里/小时,无
89881,晴天,夜晚,湿滑,100公里/小时,100米,普通轿车,100米,无特殊需求,应急车辆,接近中,10米,80公里/小时,应急车辆
89930,晴天,夜晚,湿滑,100公里/小时,100米,卡车,100米,紧急（送医）,普通轿车,接近中,100米,50公里/小时,应急车辆
90040,晴天,夜晚,湿滑,100公里/小时,100米,卡车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,80公里/小时,应急车辆
90079,晴天,夜晚,湿滑,100公里/小时,100米,卡车,100米,无特殊需求,普通轿车,接近中,10米,80公里/小时,无
90109,晴天,夜晚,湿滑,100公里/小时,100米,卡车,100米,无特殊需求,应急车辆,接近中,100米,80公里/小时,普通轿车
90189,晴天,夜晚,湿滑,100公里/小时,100米,应急车辆,100米,紧急（送医）,应急车辆,接近中,10米,30公里/小时,无
90661,晴天,夜晚,湿滑,100公里/小时,150米,卡车,100米,紧急（送医）,普通轿车,接近中,50米,80公里/小时,应急车辆
90738,晴天,夜晚,湿滑,100公里/小时,150米,卡车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,30公里/小时,普通轿车
90779,晴天,夜晚,湿滑,100公里/小时,150米,卡车,100米,赶时间（通勤/赶飞机）,卡车,接近中,50米,50公里/小时,无
90797,晴天,夜晚,湿滑,100公里/小时,150米,卡车,100米,赶时间（通勤/赶飞机）,卡车,接近中,50米,50公里/小时,应急车辆
90885,晴天,夜晚,湿滑,100公里/小时,150米,应急车辆,100米,紧急（送医）,普通轿车,接近中,100米,30公里/小时,无
91202,晴天,夜晚,湿滑,100公里/小时,200米,普通轿车,100米,紧急（送医）,卡车,接近中,50米,50公里/小时,应急车辆
91446,晴天,夜晚,湿滑,100公里/小时,200米,卡车,100米,紧急（送医）,卡车,接近中,50米,30公里/小时,应急车辆
91525,晴天,夜晚,湿滑,100公里/小时,200米,卡车,100米,赶时间（通勤/赶飞机）,卡车,接近中,50米,80公里/小时,应急车辆
91537,晴天,夜晚,湿滑,100公里/小时,200米,卡车,100米,无特殊需求,普通轿车,接近中,10米,80公里/小时,无
91818,晴天,夜晚,湿滑,100公里/小时,200米,应急车辆,100米,无特殊需求,应急车辆,接近中,10米,30公里/小时,普通轿车
92024,晴天,夜晚,湿滑,35公里/小时,10米,普通轿车,50米,无特殊需求,普通轿车,接近中,10米,50公里/小时,无
92281,晴天,夜晚,湿滑,35公里/小时,10米,卡车,50米,无特殊需求,普通轿车,接近中,50米,80公里/小时,应急车辆
92360,晴天,夜晚,湿滑,35公里/小时,10米,应急车辆,50米,紧急（送医）,普通轿车,接近中,100米,50公里/小时,应急车辆
92619,晴天,夜晚,湿滑,35公里/小时,50米,普通轿车,50米,紧急（送医）,应急车辆,接近中,10米,30公里/小时,无
92797,晴天,夜晚,湿滑,35公里/小时,50米,普通轿车,50米,无特殊需求,应急车辆,接近中,10米,80公里/小时,应急车辆
93147,晴天,夜晚,湿滑,35公里/小时,50米,应急车辆,50米,紧急（送医）,卡车,接近中,50米,30公里/小时,应急车辆
93215,晴天,夜晚,湿滑,35公里/小时,50米,应急车辆,50米,赶时间（通勤/赶飞机）,卡车,接近中,100米,50公里/小时,普通轿车
93337,晴天,夜晚,湿滑,35公里/小时,100米,普通轿车,50米,紧急（送医）,普通轿车,接近中,10米,80公里/小时,应急车辆
93364,晴天,夜晚,湿滑,35公里/小时,100米,普通轿车,50米,紧急（送医）,应急车辆,接近中,10米,80公里/小时,应急车辆
93370,晴天,夜晚,湿滑,35公里/小时,100米,普通轿车,50米,紧急（送医）,卡车,接近中,50米,80公里/小时,无
93587,晴天,夜晚,湿滑,35公里/小时,100米,卡车,50米,紧急（送医）,应急车辆,接近中,50米,50公里/小时,无
93593,晴天,夜晚,湿滑,35公里/小时,100米,卡车,50米,紧急（送医）,应急车辆,接近中,100米,50公里/小时,普通轿车
93856,晴天,夜晚,湿滑,35公里/小时,100米,应急车辆,50米,紧急（送医）,卡车,接近中,50米,80公里/小时,无
93867,晴天,夜晚,湿滑,35公里/小时,100米,应急车辆,50米,紧急（送医）,卡车,接近中,50米,30公里/小时,普通轿车
94107,晴天,夜晚,湿滑,60公里/小时,50米,普通轿车,50米,紧急（送医）,卡车,接近中,100米,30公里/小时,普通轿车
94179,晴天,夜晚,湿滑,60公里/小时,50米,普通轿车,50米,赶时间（通勤/赶飞机）,卡车,接近中,100米,30公里/小时,无
94421,晴天,夜晚,湿滑,60公里/小时,50米,卡车,50米,赶时间（通勤/赶飞机）,卡车,接近中,100米,50公里/小时,无
94482,晴天,夜晚,湿滑,60公里/小时,50米,卡车,50米,无特殊需求,应急车辆,接近中,10米,30公里/小时,无
94695,晴天,夜晚,湿滑,60公里/小时,50米,应急车辆,50米,无特殊需求,普通轿车,接近中,50米,30公里/小时,无
94763,晴天,夜晚,湿滑,60公里/小时,50米,应急车辆,50米,无特殊需求,卡车,接近中,100米,50公里/小时,应急车辆
94988,晴天,夜晚,湿滑,60公里/小时,100米,普通轿车,50米,无特殊需求,卡车,接近中,100米,50公里/小时,无
95089,晴天,夜晚,湿滑,60公里/小时,100米,卡车,50米,紧急（送医）,卡车,接近中,50米,80公里/小时,应急车辆
95110,晴天,夜晚,湿滑,60公里/小时,100米,卡车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,80公里/小时,普通轿车
95394,晴天,夜晚,湿滑,60公里/小时,100米,应急车辆,50米,赶时间（通勤/赶飞机）,卡车,接近中,100米,30公里/小时,无
95538,晴天,夜晚,湿滑,60公里/小时,150米,普通轿车,50米,紧急（送医）,应急车辆,接近中,100米,30公里/小时,普通轿车
95664,晴天,夜晚,湿滑,60公里/小时,150米,普通轿车,50米,无特殊需求,普通轿车,接近中,100米,30公里/小时,无
95667,晴天,夜晚,湿滑,60公里/小时,150米,普通轿车,50米,无特殊需求,普通轿车,接近中,50米,30公里/小时,无
95862,晴天,夜晚,湿滑,60公里/小时,150米,卡车,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,30公里/小时,普通轿车
95909,晴天,夜晚,湿滑,60公里/小时,150米,卡车,50米,无特殊需求,普通轿车,接近中,50米,50公里/小时,无
95944,晴天,夜晚,湿滑,60公里/小时,150米,卡车,50米,无特殊需求,应急车辆,接近中,50米,80公里/小时,普通轿车
96137,晴天,夜晚,湿滑,60公里/小时,150米,应急车辆,50米,赶时间（通勤/赶飞机）,卡车,接近中,10米,50公里/小时,普通轿车
96175,晴天,夜晚,湿滑,60公里/小时,150米,应急车辆,50米,无特殊需求,应急车辆,接近中,100米,80公里/小时,无
96190,晴天,夜晚,湿滑,60公里/小时,150米,应急车辆,50米,无特殊需求,应急车辆,接近中,10米,80公里/小时,普通轿车
96292,晴天,夜晚,湿滑,100公里/小时,100米,普通轿车,50米,紧急（送医）,卡车,接近中,100米,80公里/小时,普通轿车
96416,晴天,夜晚,湿滑,100公里/小时,100米,普通轿车,50米,无特殊需求,普通轿车,接近中,10米,50公里/小时,应急车辆
96552,晴天,夜晚,湿滑,100公里/小时,100米,卡车,50米,紧急（送医）,卡车,接近中,10米,30公里/小时,应急车辆
